Cycle,Tem,电压(V),电流(A),放电容量(Ah)
19620,25.9,3.65,13.0013,12.3616
19650,26.2,3.65,12.9966,12.3607
19680,26.0,3.6502,13.0006,12.36
19710,26.0,3.65,12.9959,12.3591
19740,25.9,3.65,12.9951,12.3583
19770,25.9,3.65,12.9946,12.3568
19800,25.9,3.65,12.995,12.3561
19830,26.0,3.65,12.9946,12.3554
19860,26.0,3.6501,12.998,12.3554
19890,26.2,3.6501,12.9963,12.3547
19920,26.3,3.6501,12.9971,12.3529
19950,26.2,3.65,12.997,12.3526
19980,26.1,3.6501,12.9951,12.3515
20010,26.1,3.65,13.0019,12.3502
20040,26.0,3.6501,13.0,12.3495
20070,26.2,3.65,12.9961,12.3484
20100,26.8,3.65,12.9989,12.3475
20130,27.1,3.6501,12.9956,12.3463
20160,26.9,3.65,12.9962,12.3454
20190,26.8,3.65,13.0004,12.345
20220,26.5,3.65,12.9964,12.3445
20250,26.4,3.65,12.9968,12.3427
20280,26.3,3.6501,12.9957,12.3413
20310,26.4,3.65,12.9957,12.3401
20340,26.7,3.65,12.9942,12.3396
20370,27.0,3.6502,13.0005,12.3365
20400,26.6,3.6501,12.998,12.3386
20430,26.6,3.65,12.997,12.337
20460,26.8,3.65,12.9941,12.3359
20490,26.6,3.65,12.9979,12.3345
20520,26.5,3.65,12.9958,12.3331
20550,26.6,3.6501,12.9953,12.3328
20580,27.1,3.6501,12.9957,12.3316
20610,27.4,3.65,12.9955,12.3311
20640,27.4,3.65,12.9947,12.3298
20670,27.1,3.65,12.9932,12.3292
20700,27.0,3.6501,13.0002,12.3287
20730,26.9,3.65,13.0061,12.3276
20760,26.9,3.6501,12.9963,12.3264
20790,27.0,3.6501,12.9945,12.3253
20820,27.4,3.6501,12.9966,12.324
20850,27.6,3.6501,12.9932,12.323
20880,27.5,3.6501,12.9933,12.322
20910,27.3,3.6501,12.993,12.3216
20940,27.2,3.65,12.9947,12.3195
20970,27.2,3.65,12.9936,12.3191
21000,27.2,3.65,12.9929,12.318
21030,27.1,3.6501,12.9996,12.3169
21060,27.5,3.6501,13.0142,12.3161
21090,27.8,3.6501,12.9989,12.3149
21120,28.1,3.65,12.9922,12.3138
21150,27.6,3.65,12.9919,12.3135
21180,27.5,3.65,12.9948,12.3132
21210,27.5,3.65,12.9916,12.3121
21240,27.5,3.6501,12.9915,12.3106
21270,27.5,3.65,12.9952,12.3089
21300,27.6,3.6501,12.9948,12.3078
21330,27.3,3.6501,13.0006,12.3064
21360,27.3,3.6501,13.0,12.3051
21390,27.2,3.6501,12.9923,12.3041
21420,27.0,3.6501,12.993,12.3026
21450,26.9,3.6501,12.9922,12.3016
21480,26.8,3.6501,13.0129,12.3009
21510,26.9,3.65,12.9956,12.299
21540,27.2,3.65,12.9942,12.2976
21570,27.3,3.65,12.9929,12.297
21600,27.4,3.6501,12.9925,12.2966
21630,26.8,3.65,12.9957,12.295
21660,26.6,3.6501,12.995,12.2942
21690,26.7,3.6502,13.0013,12.2928
21720,26.6,3.6501,12.9937,12.2917
21750,26.6,3.6501,12.9934,12.2906
21780,26.9,3.65,12.9931,12.2892
21810,27.2,3.65,12.9923,12.2885
21840,27.2,3.6501,12.9952,12.2874
21870,26.7,3.65,12.9962,12.2864
21900,26.6,3.65,12.9939,12.2853
21930,26.5,3.65,12.9966,12.2843
21960,26.4,3.6501,12.9946,12.2833
21990,26.5,3.65,12.9934,12.2817
22020,26.8,3.6501,12.9998,12.2809
22050,27.1,3.6501,12.9963,12.2801
22080,26.8,3.6501,12.9963,12.2795
22110,26.7,3.6501,12.9945,12.2778
22140,26.6,3.65,13.0084,12.2766
22170,26.5,3.6501,12.9931,12.2755
22200,26.4,3.6501,12.9953,12.2741
22230,26.4,3.6501,12.9929,12.2737
22260,26.6,3.65,12.9951,12.2726
22290,26.7,3.6501,12.9947,12.2716
22320,26.7,3.65,12.9956,12.2708
22350,26.3,3.6501,12.9991,12.2694
22380,25.9,3.65,12.9927,12.2676
22410,25.9,3.6501,12.9945,12.2669
22440,25.9,3.6501,12.9953,12.2661
22470,25.7,3.6501,12.9947,12.265
22500,25.9,3.6501,12.9947,12.2643
22530,26.1,3.65,12.9945,12.2628
22560,26.2,3.65,12.9955,12.2619
22590,25.6,3.6501,12.9934,12.2603
22620,25.3,3.6501,12.9947,12.2596
22650,25.4,3.65,12.9952,12.2581
22680,25.3,3.6501,13.0027,12.2571
22710,25.3,3.65,12.9955,12.2563
22740,25.5,3.65,12.995,12.2562
22770,25.7,3.65,12.9958,12.2537
22800,25.5,3.65,12.9972,12.253
22830,25.4,3.65,12.9959,12.2524
22860,25.2,3.65,12.9931,12.2509
22890,25.2,3.6501,12.9958,12.2495
22920,25.2,3.65,12.9951,12.2485
22950,25.0,3.6501,12.9945,12.2477
22980,25.2,3.65,12.997,12.2467
23010,25.2,3.6501,13.007,12.2456
23040,25.2,3.6501,12.9946,12.2456
23070,25.1,3.65,12.9951,12.2437
23100,25.0,3.6501,12.995,12.243
23130,25.0,3.65,12.9964,12.2422
23160,24.8,3.65,12.9972,12.2411
23190,24.7,3.65,12.9944,12.2401
23220,24.8,3.65,12.9978,12.239
23250,25.1,3.65,12.9961,12.2378
23280,25.0,3.6501,12.997,12.2368
23310,24.9,3.65,12.9937,12.2365
23340,24.8,3.6501,13.0003,12.2354
23370,24.7,3.6501,13.003,12.234
23400,24.5,3.6501,12.9936,12.2329
23430,24.4,3.65,12.9954,12.2323
23460,24.6,3.65,12.9983,12.2314
23490,25.0,3.65,12.9945,12.2298
23520,24.9,3.65,12.9949,12.2295
23550,24.8,3.6501,12.9953,12.2287
23580,24.7,3.6501,12.996,12.2278
23610,24.6,3.65,12.9992,12.2271
23640,24.6,3.6501,13.0022,12.2264
23670,24.5,3.65,12.9942,12.2247
23700,24.7,3.6501,13.0033,12.2239
23730,24.9,3.6501,13.0103,12.223
23760,25.0,3.65,12.9954,12.2216
23790,24.9,3.6501,12.997,12.2206
23820,24.7,3.6501,12.9951,12.2201
23850,24.7,3.65,12.9989,12.2193
23880,24.5,3.65,12.9952,12.2187
23910,24.6,3.65,12.9987,12.2176
23940,24.8,3.65,12.9999,12.2168
23970,24.9,3.65,12.9999,12.2158
24000,25.1,3.6501,12.9966,12.2152
24030,24.9,3.6501,13.0003,12.2145
24060,24.8,3.6501,13.0087,12.212
24090,24.8,3.6501,12.9961,12.2109
24120,24.6,3.6501,13.0061,12.2094
24150,24.7,3.6501,13.0078,12.209
24180,24.7,3.6501,12.9969,12.2068
24210,25.0,3.65,13.0098,12.2057
24240,25.0,3.6501,12.9953,12.2057
24270,25.0,3.65,12.9933,12.2046
24300,24.7,3.6501,13.0009,12.2035
24330,24.7,3.6501,13.0001,12.2028
24360,24.7,3.6501,13.0042,12.2028
24390,24.7,3.65,13.0083,12.2015
24420,24.6,3.65,12.9965,12.2
24450,24.6,3.65,12.9975,12.1994
24480,24.7,3.6501,12.9931,12.1993
24510,24.8,3.65,13.0098,12.1978
24540,24.6,3.65,12.9966,12.1967
24570,24.4,3.65,12.993,12.196
24600,24.4,3.65,12.9956,12.1963
24630,24.6,3.65,13.0035,12.1951
24660,24.3,3.6501,12.9927,12.1926
24690,24.5,3.6501,13.0013,12.1919
24720,24.7,3.6501,12.9985,12.1912
24750,24.4,3.65,12.996,12.1909
24780,24.3,3.6501,12.9973,12.1903
24810,24.2,3.6501,12.9949,12.1897
24840,24.1,3.6501,12.9919,12.189
24870,24.1,3.6501,12.9934,12.1876
24900,24.1,3.65,13.0028,12.1861
24930,24.2,3.6501,12.9946,12.1849
24960,24.6,3.6501,12.9952,12.1842
24990,22.5,3.65,12.9955,12.184
25020,24.1,3.6501,13.0016,12.2839
25050,24.6,3.6501,12.992,12.1898
25080,24.3,3.6501,12.9958,12.1913
25110,24.4,3.65,12.9981,12.1907
25140,24.3,3.6501,12.9935,12.19
25170,24.3,3.6501,12.9969,12.1889
25200,24.2,3.6501,13.0054,12.1882
25230,24.2,3.65,13.0066,12.1856
25260,23.9,3.6501,12.9923,12.1854
25290,24.5,3.6501,12.9952,12.1846
25320,24.4,3.6501,13.0013,12.1854
25350,24.4,3.6501,13.0002,12.1846
25380,24.4,3.6501,12.9941,12.1832
25410,24.3,3.65,12.9964,12.1827
25440,24.4,3.65,12.9954,12.1815
25470,24.4,3.6501,12.9954,12.1804
25500,25.2,3.65,12.9953,12.18
25530,25.4,3.65,12.9959,12.1792
25560,25.1,3.6501,12.993,12.1786
25590,25.0,3.6501,12.9929,12.1779
25620,24.9,3.65,12.9918,12.1761
25650,24.8,3.65,12.9954,12.1773
25680,24.7,3.6501,13.0005,12.1766
25710,24.5,3.65,12.9931,12.1745
25740,24.3,3.6501,12.9939,12.1735
25770,24.6,3.6501,12.9929,12.173
25800,24.3,3.6501,12.9958,12.1724
25830,23.9,3.65,12.9949,12.1722
25860,24.0,3.6501,12.9934,12.1719
25890,24.0,3.6501,12.9934,12.1716
25920,23.9,3.65,12.9931,12.1712
25950,23.9,3.65,12.9947,12.1687
25980,23.9,3.6501,12.9918,12.1675
26010,24.1,3.6501,13.0009,12.1668
26040,24.1,3.6501,12.9932,12.1672
26070,23.9,3.65,12.9949,12.1669
26100,23.9,3.65,12.9931,12.1662
26130,23.8,3.65,12.9957,12.1651
26160,23.8,3.65,12.9945,12.1644
26190,23.9,3.6501,12.994,12.1628
26220,24.1,3.6501,12.9916,12.162
26250,24.2,3.6501,12.9919,12.1608
26280,24.1,3.6501,12.9925,12.1605
26310,24.0,3.6501,12.9929,12.1602
26340,23.9,3.6501,13.0027,12.1599
26370,23.9,3.6501,12.9922,12.1593
26400,23.7,3.6501,12.9936,12.1589
26430,23.8,3.65,13.0007,12.1577
26460,24.1,3.65,13.0057,12.1562
26490,24.3,3.65,12.9996,12.1551
26520,24.3,3.65,12.9924,12.1548
26550,24.0,3.6501,12.9931,12.1551
26580,24.0,3.6501,12.9922,12.1538
26610,24.1,3.6501,12.9921,12.153
26640,24.0,3.65,12.9958,12.1524
26670,24.1,3.65,12.9988,12.1513
26700,24.3,3.6501,13.0001,12.1512
26730,25.1,3.6501,13.0106,12.1493
26760,24.9,3.65,12.9959,12.149
26790,24.6,3.6501,12.9929,12.1476
26820,24.5,3.6501,12.9935,12.1476
26850,24.4,3.65,12.9941,12.1468
26880,24.4,3.65,12.9922,12.1465
26910,24.3,3.65,12.9934,12.145
26940,24.6,3.65,12.9921,12.1438
26970,25.0,3.65,12.9936,12.1431
27000,25.3,3.6501,12.993,12.1408
27030,24.7,3.6501,12.9994,12.1409
27060,24.6,3.65,12.9934,12.1424
27090,24.7,3.65,12.9962,12.1414
27120,24.6,3.6501,13.0107,12.1406
27150,24.6,3.6501,12.9949,12.1392
27180,24.9,3.6501,12.9927,12.1369
27210,25.1,3.65,13.0033,12.1358
27240,25.3,3.6501,12.9961,12.1347
27270,24.9,3.6501,12.9947,12.1348
27300,24.7,3.65,12.9939,12.1344
27330,24.6,3.6501,12.9949,12.1341
27360,24.5,3.6501,13.0,12.1338
27390,24.5,3.65,12.9937,12.1312
27420,25.1,3.65,12.9928,12.1301
27450,25.3,3.65,12.993,12.13
27480,25.3,3.6501,12.9948,12.1286
27510,24.7,3.6501,12.9928,12.1288
27540,24.4,3.6501,12.9929,12.1288
27570,24.2,3.65,12.9948,12.1285
27600,24.2,3.65,12.9937,12.1281
27630,24.1,3.6501,12.9933,12.1258
27660,24.8,3.6501,12.9959,12.1247
27690,25.0,3.6501,13.0042,12.124
27720,25.1,3.65,12.9977,12.1233
27750,24.6,3.65,12.995,12.1238
27780,24.2,3.6501,12.9924,12.124
27810,24.0,3.65,12.9953,12.1234
27840,24.0,3.6501,12.9926,12.1227
27870,23.9,3.6501,12.9959,12.1208
27900,24.6,3.65,12.9925,12.1189
27930,24.8,3.6501,12.9941,12.1185
27960,24.9,3.6501,12.993,12.1177
27990,24.4,3.6501,12.9955,12.1181
28020,24.1,3.6501,13.001,12.1174
28050,23.9,3.6501,12.9944,12.1171
28080,23.9,3.6501,12.9936,12.1165
28110,23.8,3.6501,12.9943,12.115
28140,24.3,3.6501,12.9983,12.113
28170,24.8,3.65,12.9962,12.1123
28200,25.0,3.65,12.9949,12.1113
28230,24.7,3.6501,12.9929,12.1117
28260,24.3,3.6501,12.9941,12.1124
28290,24.1,3.65,12.9965,12.111
28320,24.1,3.6501,12.9934,12.1107
28350,23.9,3.6501,13.0009,12.1095
28380,24.3,3.65,12.9946,12.1075
28410,24.8,3.65,12.9949,12.1064
28440,25.0,3.65,12.9984,12.1056
28470,24.7,3.6501,12.9939,12.1061
28500,24.3,3.65,12.9943,12.1055
28530,24.2,3.6501,12.995,12.1051
28560,24.1,3.6501,12.997,12.1045
28590,24.1,3.6501,12.9944,12.1034
28620,24.4,3.6501,12.9955,12.1011
28650,24.8,3.6501,12.9978,12.1007
28680,25.0,3.6501,13.0,12.0999
28710,24.9,3.65,12.9942,12.1004
28740,24.4,3.65,12.9952,12.1001
28770,24.3,3.6501,12.9939,12.0993
28800,24.2,3.65,12.9945,12.099
28830,24.1,3.65,12.9939,12.0984
28860,24.4,3.65,12.9969,12.096
28890,24.8,3.65,12.9949,12.0939
28920,25.1,3.6501,12.9938,12.0938
28950,25.0,3.65,12.9945,12.0938
28980,24.6,3.6501,12.9957,12.0931
29010,24.6,3.6501,13.0101,12.0928
29040,24.4,3.6501,12.9936,12.0928
29070,24.3,3.65,12.9936,12.0922
29100,24.5,3.65,12.9948,12.0894
29130,25.0,3.6501,12.997,12.0883
29160,25.3,3.6501,12.9982,12.0878
29190,25.4,3.65,12.9944,12.0872
29220,25.0,3.6501,12.9947,12.0869
29250,25.1,3.65,12.9954,12.0875
29280,25.0,3.65,12.9937,12.0863
29310,24.9,3.6501,12.994,12.0857
29340,25.0,3.6501,13.0062,12.085
29370,25.4,3.65,12.9976,12.0837
29400,25.7,3.6501,13.0003,12.0826
29430,25.6,3.6501,13.0063,12.0823
29460,25.4,3.6501,12.9939,12.0811
29490,25.4,3.65,12.9936,12.0801
29520,25.3,3.6501,12.9933,12.0793
29550,25.2,3.6501,12.9932,12.0783
29580,25.2,3.65,12.9931,12.0779
29610,25.5,3.6501,12.9931,12.0767
29640,25.8,3.65,12.9944,12.0762
29670,25.9,3.6501,13.0029,12.0759
29700,25.6,3.65,12.9934,12.0748
29730,25.5,3.65,12.9934,12.0735
29760,24.7,3.6501,12.9933,12.0724
29790,24.2,3.6501,12.9929,12.072
29820,23.7,3.65,12.993,12.0715
29850,23.9,3.6501,12.9933,12.0711
29880,23.7,3.65,12.993,12.07
29910,23.8,3.6501,12.9954,12.0691
29940,23.4,3.65,12.9941,12.0685
29970,23.7,3.65,12.9937,12.0677
30000,23.4,3.65,12.9992,12.0673
30030,23.5,3.6501,12.9993,12.0667
30060,23.5,3.65,12.9943,12.0663
30090,23.6,3.65,12.9937,12.0648
30120,23.6,3.65,12.9953,12.0637
30150,23.9,3.65,12.9938,12.0629
30180,23.7,3.65,12.9938,12.063
30210,23.4,3.6501,12.994,12.0624
30240,23.4,3.6501,12.9942,12.0616
30270,23.3,3.6501,12.992,12.0605
30300,23.3,3.65,12.9935,12.0598
30330,23.5,3.6501,12.9941,12.0593
30360,23.9,3.6501,12.9992,12.0573
30390,23.7,3.65,12.9954,12.0567
30420,23.6,3.6501,12.9942,12.0562
30450,23.6,3.6501,12.9947,12.0552
30480,23.7,3.65,12.9932,12.0545
30510,23.6,3.65,13.004,12.0538
30540,23.5,3.6501,13.0051,12.0524
30570,23.8,3.65,13.0048,12.052
30600,24.1,3.65,13.0038,12.0519
30630,24.5,3.65,13.0043,12.0505
30660,23.7,3.6501,13.0056,12.0497
30690,23.7,3.6501,13.0026,12.049
30720,23.6,3.6501,13.0068,12.0482
30750,23.8,3.65,13.0056,12.0478
30780,23.7,3.65,13.0033,12.0476
30810,23.3,3.65,13.0088,12.0465
30840,23.0,3.65,12.9948,12.0458
30870,23.1,3.6501,12.998,12.0453
30900,22.9,3.6501,12.9987,12.0444
30930,22.9,3.65,12.9972,12.044
30960,22.8,3.65,13.0008,12.0429
30990,22.8,3.65,12.9962,12.0419
31020,22.8,3.6501,12.9995,12.0416
31050,22.7,3.65,12.9982,12.0397
31080,22.9,3.65,12.9971,12.0392
31110,22.9,3.65,12.9948,12.0386
31140,22.7,3.6501,12.995,12.038
31170,22.6,3.6501,13.0032,12.0372
31200,22.5,3.65,13.0061,12.0366
31230,22.5,3.65,13.0079,12.0363
31260,22.3,3.6501,13.0029,12.0361
31290,22.1,3.6501,13.0069,12.0351
31320,22.1,3.65,13.0079,12.0342
31350,21.8,3.6501,13.0091,12.0334
31380,21.5,3.6501,13.0061,12.0342
31410,21.2,3.65,13.0037,12.0338
31440,21.2,3.65,12.9968,12.0323
31470,20.9,3.65,12.9942,12.0318
31500,20.5,3.65,12.9963,12.0315
31530,20.4,3.65,12.9937,12.0308
31560,20.3,3.65,12.9949,12.0299
31590,20.8,3.6501,12.9956,12.0283
31620,20.8,3.65,12.9962,12.0278
31650,20.7,3.6501,12.9932,12.0274
31680,20.7,3.6501,13.0057,12.0267
31710,20.5,3.65,12.9943,12.026
31740,20.6,3.6501,12.9954,12.0252
31770,20.5,3.65,12.9941,12.0248
31800,20.7,3.6501,12.996,12.024
31830,20.6,3.6501,13.0004,12.0229
31860,20.6,3.6501,12.996,12.0218
31890,20.5,3.65,12.9954,12.0223
31920,20.5,3.6501,12.9949,12.0213
31950,20.4,3.65,12.9952,12.021
31980,20.3,3.6501,12.9969,12.0203
32010,20.2,3.6501,13.0074,12.0199
32040,20.4,3.6501,12.9939,12.0193
32070,20.6,3.65,12.9953,12.017
32100,20.8,3.6501,12.9947,12.017
32130,20.6,3.65,12.9943,12.0164
32160,20.6,3.6501,12.9976,12.0161
32190,20.6,3.65,12.9935,12.0152
32220,20.6,3.6501,12.9935,12.0146
32250,20.1,3.6501,12.9942,12.0145
32280,19.5,3.6501,12.995,12.0151
32310,19.1,3.65,12.9938,12.0142
32340,19.2,3.6501,13.0061,12.0128
32370,19.5,3.6501,12.9952,12.0128
32400,19.0,3.65,12.9962,12.0122
32430,19.1,3.6501,12.9971,12.0119
32460,19.1,3.65,12.9945,12.0108
32490,18.8,3.65,12.9945,12.0098
32520,18.9,3.65,12.9935,12.0097
32550,18.5,3.65,12.9959,12.0102
32580,18.8,3.6501,12.9962,12.009
32610,18.9,3.65,12.9962,12.008
32640,18.8,3.65,12.9966,12.0063
32670,18.8,3.6501,13.0054,12.0059
32700,18.6,3.65,13.0003,12.0061
32730,18.2,3.6501,12.9977,12.0066
32760,18.4,3.65,12.995,12.0056
32790,19.1,3.65,12.9939,12.0043
32820,19.2,3.65,12.9996,11.9968
32850,18.9,3.65,12.9956,12.0007
32880,18.9,3.65,12.9945,12.0012
32910,18.7,3.65,13.0001,12.0009
32940,18.7,3.6501,12.9954,12.0009
32970,18.9,3.65,12.9953,11.9996
33000,19.1,3.6501,13.0074,11.9988
33030,19.5,3.6501,12.9954,11.9975
33060,19.5,3.6501,12.9951,11.9973
33090,19.2,3.6501,12.9944,11.9967
33120,19.1,3.65,12.9943,11.9967
33150,19.1,3.6501,12.9956,11.996
33180,19.0,3.65,12.9965,11.9953
33210,19.1,3.65,12.9947,11.9941
33240,19.4,3.6501,12.9992,11.9937
33270,19.6,3.65,12.9962,11.9922
33300,19.8,3.65,12.9946,11.9914
33330,19.5,3.65,12.9991,11.9918
33360,19.8,3.65,13.0085,11.9923
33390,19.1,3.6501,13.0095,11.9908
33420,19.7,3.65,12.9971,11.9906
33450,19.1,3.6501,13.0,11.9901
33480,20.2,3.65,12.9957,11.9878
33510,20.4,3.6501,12.9998,11.9862
33540,20.4,3.6501,13.0047,11.9855
33570,19.6,3.6501,12.9985,11.9866
33600,20.2,3.65,12.9967,11.9834
33630,19.5,3.65,12.9975,11.9862
33660,20.2,3.6501,12.9944,11.9831
33690,19.7,3.6501,12.995,11.9839
33720,20.3,3.6501,12.9995,11.982
33750,20.8,3.6501,12.9956,11.9815
33780,21.4,3.65,12.9969,11.9796
33810,20.5,3.6501,12.9971,11.9798
33840,20.6,3.6501,12.9962,11.9783
33870,20.8,3.6501,12.9946,11.9782
33900,20.8,3.6501,12.9952,11.9779
33930,20.7,3.65,12.9949,11.9775
33960,20.8,3.65,12.9981,11.9763
33990,21.6,3.65,12.995,11.9744
34020,22.2,3.65,12.9964,11.9726
34050,21.3,3.6501,12.9992,11.973
34080,21.9,3.6501,12.9949,11.9727
34110,20.5,3.65,12.9991,11.9738
34140,20.2,3.6501,12.9976,11.9739
34170,20.1,3.65,12.9987,11.9732
34200,20.1,3.65,12.9966,11.973
34230,20.8,3.65,12.9958,11.9707
34260,21.1,3.65,12.995,11.9697
34290,20.4,3.6501,12.9967,11.9701
34320,20.3,3.65,12.995,11.9697
34350,20.7,3.65,12.9972,11.9685
34380,20.6,3.6502,13.0015,11.9677
34410,20.6,3.6501,13.0027,11.9674
34440,20.4,3.65,12.9989,11.967
34470,20.7,3.6501,12.9946,11.9657
34500,20.9,3.65,12.9961,11.965
34530,20.8,3.65,12.9949,11.9637
34560,20.8,3.65,12.996,11.9641
34590,20.5,3.6501,12.9951,11.9638
34620,20.4,3.6501,12.9951,11.9634
34650,20.4,3.6501,12.9971,11.9628
34680,20.4,3.65,12.9951,11.9623
34710,21.0,3.6502,12.9999,11.9605
34740,21.2,3.65,12.9961,11.9616
34770,21.3,3.65,12.9968,11.9592
34800,20.8,3.65,12.9957,11.9589
34830,20.6,3.65,12.9977,11.9587
34860,20.4,3.65,12.9999,11.9585
34890,20.4,3.6501,12.9945,11.9577
34920,20.2,3.6501,12.9986,11.9579
34950,20.5,3.6501,12.996,11.9555
34980,20.8,3.65,12.9968,11.9552
35010,20.5,3.65,12.9938,11.9542
35040,20.4,3.6501,12.9999,11.954
35070,20.4,3.65,12.9938,11.9542
35100,19.7,3.6502,12.9961,11.9543
35130,19.7,3.6501,12.9945,11.9537
35160,19.3,3.65,13.0015,11.9533
35190,19.8,3.65,12.9957,11.9516
35220,20.4,3.65,12.9945,11.9503
35250,20.7,3.65,12.996,11.9489
35280,20.4,3.6501,12.9971,11.9487
35310,20.3,3.6501,12.995,11.9486
35340,20.2,3.6501,12.9944,11.9479
35370,20.2,3.6501,13.0001,11.9471
35400,20.1,3.6501,12.9954,11.9475
35430,20.0,3.65,12.9947,11.9459
35460,20.6,3.65,12.9959,11.9447
35490,20.9,3.6501,12.9966,11.9451
35520,20.7,3.6501,12.9947,11.9441
35550,20.7,3.65,12.995,11.9432
35580,20.4,3.65,12.9981,11.9429
35610,20.1,3.65,12.9962,11.9422
35640,19.8,3.6501,12.9957,11.942
35670,19.5,3.6501,12.9963,11.9423
35700,19.8,3.6501,13.0058,11.9415
35730,20.0,3.65,12.9974,11.9395
35760,19.7,3.6501,12.996,11.9407
35790,18.7,3.6501,12.9971,11.9414
35820,19.1,3.65,12.9954,11.9399
35850,19.1,3.65,12.9946,11.9384
35880,18.9,3.65,12.9949,11.9385
35910,18.8,3.6501,13.0044,11.9378
35940,18.8,3.65,12.9959,11.937
35970,20.5,3.65,12.995,11.9343
36000,24.0,3.6501,12.9954,11.9291
36030,23.9,3.6501,13.0003,11.9306
36060,20.5,3.6501,12.996,11.9319
36090,20.2,3.65,12.9949,11.9316
36120,20.0,3.65,12.9953,11.9313
36150,19.9,3.65,12.996,11.9305
36180,20.8,3.6501,13.0038,11.928
36210,22.1,3.65,12.9978,11.9234
36240,24.3,3.65,12.9956,11.9242
36270,22.2,3.65,12.9944,11.9238
36300,22.0,3.65,12.9948,11.9251
36330,21.0,3.6501,12.9945,11.9245
36360,20.7,3.6501,13.0003,11.9245
36390,20.6,3.65,12.9946,11.9237
36420,20.7,3.65,12.9952,11.9229
36450,20.9,3.6501,12.9953,11.9224
36480,21.1,3.6501,12.9962,11.922
36510,20.9,3.65,12.9946,11.9214
36540,20.6,3.6501,12.9945,11.921
36570,20.5,3.6501,12.9945,11.9207
36600,20.2,3.6501,12.9969,11.9201
36630,19.9,3.6501,12.997,11.92
36660,21.8,3.6501,12.9948,11.9183
36690,21.9,3.65,13.011,11.9158
36720,21.1,3.6501,13.0036,11.9153
36750,20.9,3.6501,12.9978,11.915
36780,20.5,3.65,12.9975,11.9157
36810,20.4,3.6501,12.9957,11.9151
36840,20.2,3.65,12.9963,11.9155
36870,19.9,3.6501,12.9964,11.915
36900,19.9,3.65,12.9943,11.9134
36930,20.3,3.65,12.9945,11.9124
36960,20.4,3.6501,12.9946,11.9114
36990,20.3,3.6501,12.9947,11.9111
37020,20.4,3.6501,12.997,11.9101
37050,20.3,3.6501,12.9994,11.9101
37080,20.3,3.6501,12.9956,11.909
37110,20.2,3.65,12.995,11.9086
37140,20.2,3.6501,12.9953,11.9077
37170,19.9,3.6501,12.9978,11.9085
37200,20.3,3.65,12.9947,11.9061
37230,20.6,3.65,12.9962,11.9052
37260,20.3,3.65,12.9947,11.9039
37290,20.0,3.65,12.9974,11.9047
37320,20.0,3.6501,12.9957,11.9044
37350,19.8,3.65,12.9964,11.9041
37380,19.8,3.6501,12.9999,11.9033
37410,19.9,3.6501,12.9957,11.9027
37440,20.3,3.65,12.9975,11.9016
37470,20.2,3.65,12.9965,11.9011
37500,20.1,3.65,12.9949,11.9005
37530,20.0,3.6501,12.9955,11.9001
37560,19.9,3.65,12.9991,11.899
37590,19.9,3.65,12.9982,11.8987
37620,19.8,3.6501,12.9953,11.8974
37650,20.1,3.65,12.9993,11.8979
37680,20.6,3.6501,12.9996,11.8959
37710,21.3,3.6501,13.0023,11.8942
37740,20.7,3.6501,12.998,11.894
37770,20.8,3.65,12.998,11.8936
37800,20.8,3.6501,12.9963,11.8936
37830,20.9,3.6501,12.9964,11.8918
37860,20.9,3.6501,12.9962,11.8913
37890,21.1,3.6501,12.9959,11.8903
37920,25.1,3.6501,12.9992,11.8878
37950,24.7,3.6501,12.9965,11.886
37980,23.2,3.6501,12.9969,11.8849
38010,23.5,3.6501,13.0086,11.8856
38040,22.4,3.6501,13.0054,11.885
38070,22.2,3.6501,12.9966,11.884
38100,22.2,3.6501,12.998,11.8839
38130,22.3,3.6501,12.9991,11.8846
38160,24.4,3.6501,13.0006,11.8782
38190,24.7,3.6501,12.9959,11.8783
38220,24.6,3.6501,12.9977,11.8782
38250,23.1,3.6501,12.997,11.8786
38280,22.6,3.6501,12.9967,11.8787
38310,22.4,3.6501,13.0033,11.8777
38340,22.1,3.6501,12.9977,11.8774
38370,21.8,3.6501,12.999,11.8791
38400,22.0,3.6501,12.9964,11.8763
38430,22.6,3.6501,12.997,11.875
38460,21.7,3.65,12.9989,11.8765
38490,22.1,3.6501,12.997,11.8737
38520,21.0,3.6501,12.9966,11.8754
38550,20.5,3.6501,12.9982,11.8752
38580,19.9,3.6501,12.9964,11.8739
38610,20.1,3.65,12.9957,11.8745
38640,19.9,3.6501,12.9966,11.8746
38670,21.0,3.65,12.9964,11.8709
38700,21.4,3.6501,13.0029,11.8714
38730,21.2,3.6501,12.9982,11.868
38760,20.8,3.6501,12.9954,11.8696
38790,20.5,3.65,12.9982,11.8691
38820,20.4,3.6501,12.9973,11.868
38850,20.3,3.65,12.9977,11.868
38880,20.6,3.6501,12.9959,11.8653
38910,21.1,3.6501,13.0007,11.8653
38940,21.0,3.6501,12.9978,11.8653
38970,21.0,3.65,12.998,11.8641
39000,21.0,3.6501,13.0018,11.8622
39030,21.0,3.6501,12.9992,11.8626
39060,21.0,3.6501,12.9957,11.8618
39090,21.1,3.65,12.9961,11.8614
39120,21.3,3.6501,13.0014,11.8596
39150,21.8,3.65,12.9959,11.8588
39180,21.9,3.6501,12.9978,11.8581
39210,21.8,3.6501,13.0012,11.8573
39240,21.8,3.6501,13.0066,11.8566
