Cycle,Tem,电压(V),电流(A),放电容量(Ah)
14130,30.4,3.6501,12.9972,12.7029
14160,29.9,3.6501,13.0,12.7012
14190,29.4,3.6502,12.9985,12.6992
14220,29.1,3.65,12.9981,12.6981
14250,29.0,3.65,12.9995,12.6971
14280,28.8,3.65,13.0062,12.696
14310,28.7,3.6501,12.9971,12.6949
14340,28.8,3.65,13.0058,12.6941
14370,28.7,3.65,13.0008,12.6926
14400,28.8,3.6501,12.9984,12.6921
14430,28.5,3.6501,12.9985,12.6911
14460,28.4,3.6502,13.0052,12.6904
14490,28.4,3.65,12.9965,12.6892
14520,28.2,3.6502,12.9968,12.6885
14550,28.3,3.65,12.9972,12.6874
14580,28.3,3.65,12.9981,12.6867
14610,28.4,3.6501,12.9978,12.6859
14640,28.0,3.6502,12.9975,12.6852
14670,27.9,3.6501,12.9967,12.6849
14700,27.9,3.6501,13.0105,12.6837
14730,27.6,3.65,12.9971,12.6826
14760,27.3,3.6501,12.9968,12.6815
14790,27.5,3.6501,12.9969,12.6807
14820,27.9,3.6501,12.9969,12.6797
14850,28.2,3.6501,12.9971,12.6797
14880,28.2,3.65,12.9969,12.6786
14910,27.9,3.6501,12.9969,12.6771
14940,27.6,3.6501,12.9993,12.6763
14970,27.6,3.6502,12.9983,12.6756
15000,27.5,3.6501,12.9967,12.675
15030,27.4,3.6501,13.0007,12.6743
15060,27.8,3.6501,13.0021,12.674
15090,27.9,3.6501,13.0006,12.6733
15120,28.1,3.6501,12.9982,12.6731
15150,28.0,3.6501,12.9968,12.6723
15180,27.7,3.6501,12.998,12.6708
15210,27.6,3.6501,12.9985,12.67
15240,27.6,3.65,13.0002,12.6689
15270,27.6,3.6501,12.9977,12.6686
15300,28.0,3.6502,13.0071,12.6679
15330,28.1,3.6501,12.9965,12.6675
15360,28.3,3.6502,13.0007,12.6669
15390,28.3,3.6501,12.9986,12.6665
15420,28.0,3.6501,12.9992,12.6654
15450,27.9,3.6501,12.9978,12.6643
15480,28.0,3.65,13.0017,12.6635
15510,28.0,3.6501,12.9995,12.6628
15540,28.3,3.6501,12.9972,12.6626
15570,28.7,3.6502,13.0005,12.6623
15600,28.8,3.6501,13.0036,12.6615
15630,28.3,3.6501,12.9997,12.6596
15660,28.0,3.6501,13.0012,12.6588
15690,28.1,3.6501,13.0099,12.6581
15720,27.9,3.65,13.0009,12.6574
15750,28.0,3.65,12.9993,12.6563
15780,28.3,3.6501,12.9989,12.6563
15810,28.5,3.6502,13.0064,12.6556
15840,28.8,3.6501,13.0023,12.6553
15870,28.7,3.6501,12.9978,12.6545
15900,28.5,3.65,12.9977,12.6534
15930,28.4,3.6501,12.9988,12.652
15960,28.4,3.6501,13.012,12.6511
15990,28.4,3.6501,12.9985,12.6508
16020,28.7,3.6502,13.0008,12.6503
16050,28.9,3.6502,12.9993,12.6501
16080,29.0,3.6501,12.9965,12.6497
16110,28.7,3.6502,12.9964,12.6482
16140,28.6,3.65,12.9968,12.6476
16170,28.6,3.6501,13.0052,12.6469
16200,28.5,3.65,12.999,12.6458
16230,28.4,3.6501,12.9979,12.6448
16260,28.7,3.65,12.9967,12.6449
16290,29.0,3.6501,13.0005,12.6446
16320,29.1,3.6501,12.9975,12.6435
16350,28.9,3.65,13.0039,12.6429
16380,28.7,3.6501,13.0007,12.6417
16410,28.6,3.65,12.9986,12.6405
16440,28.6,3.6501,12.9973,12.6402
16470,28.5,3.6502,12.9967,12.6394
16500,28.9,3.6501,12.9981,12.639
16530,29.1,3.65,12.9984,12.6387
16560,29.2,3.65,12.9965,12.638
16590,29.3,3.6501,12.9979,12.637
16620,28.9,3.6501,12.9966,12.6359
16650,28.7,3.6501,12.9967,12.6348
16680,28.6,3.6501,13.0044,12.6345
16710,28.5,3.6501,13.0007,12.6334
16740,28.8,3.6501,12.9968,12.6331
16770,29.1,3.65,12.9982,12.6324
16800,29.4,3.6501,13.0001,12.6324
16830,29.4,3.6501,13.0021,12.6314
16860,28.9,3.6501,12.9967,12.6303
16890,28.7,3.6502,12.9969,12.6291
16920,28.6,3.6501,12.9989,12.6283
16950,28.5,3.65,13.0008,12.6275
16980,28.7,3.6502,12.998,12.6269
17010,29.0,3.65,12.9987,12.6267
17040,29.3,3.65,13.0072,12.6265
17070,29.3,3.6501,12.997,12.6257
17100,28.8,3.6501,12.9988,12.6245
17130,28.6,3.6502,12.9983,12.6238
17160,28.6,3.6501,12.9988,12.6228
17190,28.5,3.6501,12.9967,12.6219
17220,28.7,3.65,12.9979,12.6217
17250,27.7,3.6501,12.9985,12.618
17280,25.7,3.6502,12.9966,12.6133
17310,25.2,3.6502,13.0019,12.6117
17340,24.6,3.65,12.9972,12.6098
17370,24.4,3.65,13.0043,12.6083
17400,24.2,3.6501,12.9988,12.6076
17430,24.2,3.6502,12.9979,12.6065
17460,24.2,3.6501,12.998,12.6058
17490,24.5,3.6501,12.9969,12.6054
17520,24.6,3.65,13.0013,12.6052
17550,24.5,3.6502,12.9999,12.6039
17580,23.8,3.6501,12.9988,12.6016
17610,23.7,3.6501,13.0007,12.6012
17640,23.6,3.6502,13.0018,12.6006
17670,23.6,3.65,12.9992,12.5998
17700,23.7,3.6501,13.0022,12.5997
17730,24.0,3.65,12.9996,12.5997
17760,26.3,3.65,13.0,12.6042
17790,27.0,3.65,12.9984,12.6045
17820,25.6,3.65,12.9991,12.6034
17850,26.9,3.6501,12.9994,12.6035
17880,27.2,3.6502,12.9998,12.6032
17910,27.3,3.6502,13.0004,12.6028
17940,27.5,3.6501,12.9977,12.602
17970,27.9,3.6502,12.9972,12.6024
18000,28.0,3.6501,12.9989,12.602
18030,28.0,3.6501,13.0023,12.6011
18060,27.6,3.6502,12.9987,12.5997
18090,27.3,3.65,12.9995,12.5985
18120,27.2,3.6501,12.9989,12.5982
18150,27.2,3.65,12.9965,12.5976
18180,27.3,3.65,12.9989,12.5969
18210,27.7,3.6501,12.9988,12.5969
18240,27.9,3.6501,12.9983,12.5962
18270,27.7,3.6502,12.9997,12.5955
18300,27.8,3.65,12.9993,12.5947
18330,27.6,3.65,12.9996,12.5936
18360,27.6,3.65,13.0017,12.5932
18390,27.6,3.6501,12.9989,12.5921
18420,27.5,3.65,12.9982,12.5914
18450,27.8,3.65,12.998,12.5911
18480,28.0,3.6502,12.9988,12.5904
18510,26.9,3.65,12.9986,12.5896
18540,27.6,3.6501,13.0005,12.5865
18570,23.8,3.6501,12.9976,12.5816
18600,26.5,3.6501,12.9968,12.5855
18630,26.9,3.6501,13.0016,12.5851
18660,27.2,3.6501,12.9992,12.585
18690,27.5,3.6501,13.0046,12.5848
18720,27.6,3.6501,13.0,12.5847
18750,27.7,3.6502,13.0011,12.5844
18780,27.6,3.6501,13.0025,12.5829
18810,27.3,3.65,12.9981,12.5819
18840,27.2,3.6501,13.0014,12.5809
18870,27.1,3.6502,13.0054,12.5801
18900,27.1,3.6501,12.999,12.5801
18930,27.6,3.65,12.9994,12.5806
18960,28.0,3.6502,13.0038,12.5801
18990,28.2,3.65,12.999,12.5798
19020,28.0,3.6502,13.0035,12.579
19050,27.9,3.6502,12.9986,12.5775
19080,27.8,3.6501,13.0004,12.5766
19110,27.7,3.6501,13.0012,12.5759
19140,27.7,3.6501,12.9997,12.5751
19170,28.0,3.6501,12.9989,12.5752
19200,28.5,3.65,12.9983,12.575
19230,28.7,3.6501,13.0051,12.5747
19260,28.5,3.6501,12.9971,12.5739
19290,28.2,3.6501,12.9971,12.5728
19320,28.2,3.6501,12.9982,12.5721
19350,28.2,3.6501,13.0006,12.5715
19380,28.0,3.65,12.9993,12.5711
19410,28.3,3.6502,12.9967,12.5216
