date,Tem,电压(V),电流(A),放电容量(Ah)
38790,18.8,3.9,13.0052,11.0074
38820,18.9,3.9,13.0055,11.0067
38850,18.8,3.9001,13.006,11.0092
38880,22.2,3.9001,13.0049,11.0256
38910,21.4,3.9001,13.006,11.0207
38940,22.4,3.9,13.0057,11.027
38970,20.6,3.9001,13.0089,11.0145
39000,20.3,3.9001,13.0037,11.0109
39030,20.0,3.9001,13.0106,11.0082
39060,19.9,3.9,13.0094,11.0063
39090,20.0,3.9001,13.0069,11.0086
39120,21.8,3.9001,13.0042,11.0145
39150,23.5,3.9001,13.0044,11.0231
39180,24.0,3.9001,13.0051,11.0222
39210,23.1,3.9001,13.0122,11.0193
39240,21.5,3.9,13.0062,11.0113
39270,21.0,3.9,13.0061,11.0076
39300,20.8,3.9001,13.0131,11.005
39330,20.6,3.9001,13.0033,11.0033
39360,20.7,3.9001,13.0057,11.0018
39390,20.9,3.9001,13.0062,11.0044
39420,21.1,3.9,13.0059,11.0024
39450,20.8,3.9001,13.006,10.9988
39480,20.8,3.9001,13.0051,10.9957
39510,20.6,3.9,13.0057,10.9942
39540,20.4,3.9001,13.0059,10.9915
39570,20.0,3.9,13.0059,10.9884
39600,19.9,3.9001,13.0133,10.9912
39630,21.4,3.9001,13.0073,10.9966
39660,21.6,3.9,13.0037,10.9959
39690,21.2,3.9,13.006,10.9886
39720,20.9,3.9,13.0054,10.9848
39750,20.5,3.9001,13.0099,10.9826
39780,20.4,3.9001,13.0059,10.9822
39810,20.1,3.9,13.0057,10.9785
39840,20.0,3.9001,13.0057,10.9759
39870,20.0,3.9,13.0062,10.9749
39900,20.2,3.9002,13.0139,10.9756
39930,20.3,3.9,13.0059,10.9767
39960,20.4,3.9001,13.0073,10.9783
39990,20.5,3.9001,13.0035,10.9768
40020,20.4,3.9,13.0036,10.9728
40050,20.3,3.9001,13.0064,10.971
40080,20.3,3.9,13.006,10.971
40110,20.1,3.9,13.0126,10.9743
40140,20.1,3.9001,13.0059,10.9711
40170,20.0,3.9001,13.0059,10.9694
40200,19.9,3.9,13.0061,10.9659
40230,20.7,3.9001,13.0064,10.9689
40260,20.4,3.9001,13.0061,10.9641
40290,20.3,3.9001,13.0055,10.9625
40320,20.0,3.9001,13.0052,10.9578
40350,19.9,3.9,13.0126,10.9559
40380,19.8,3.9,13.0067,10.9544
40410,19.8,3.9001,13.006,10.9531
40440,19.9,3.9001,13.0052,10.9535
40470,20.3,3.9001,13.0061,10.954
40500,20.3,3.9001,13.0053,10.954
40530,20.1,3.9,13.0048,10.9508
40560,20.1,3.9001,13.0049,10.9485
40590,20.0,3.9001,13.0056,10.9478
40620,19.9,3.9,13.0053,10.9463
40650,19.8,3.9001,13.0061,10.9455
40680,19.9,3.9,13.0037,10.9473
40710,20.1,3.9001,13.0061,10.9456
40740,20.7,3.9001,13.0071,10.9476
40770,21.0,3.9001,13.0077,10.9504
40800,20.8,3.9001,13.0092,10.9454
40830,20.8,3.9001,13.0056,10.9426
40860,20.8,3.9,13.0064,10.9437
40890,20.9,3.9001,13.0066,10.9423
40920,20.9,3.9,13.0072,10.9423
40950,21.0,3.9001,13.0053,10.9426
40980,24.0,3.9001,13.006,10.9638
41010,24.4,3.9001,13.0086,10.9655
41040,24.4,3.9001,13.0063,10.9626
41070,23.7,3.9001,13.0055,10.9627
41100,22.8,3.9,13.0073,10.9546
41130,22.4,3.9001,13.0124,10.9502
41160,22.3,3.9,13.006,10.9477
41190,22.2,3.9001,13.0066,10.9466
41220,22.2,3.9001,13.0063,10.9459
41250,24.1,3.9001,13.006,10.9576
41280,24.5,3.9001,13.0064,10.9598
41310,24.3,3.9001,13.0059,10.9573
41340,24.2,3.9001,13.004,10.9606
41370,22.6,3.9002,13.0058,10.9474
41400,22.5,3.9001,13.0055,10.9483
41430,22.2,3.9,13.0053,10.9461
41460,22.0,3.9001,13.0055,10.9456
41490,21.7,3.9001,13.0056,10.9394
41520,22.7,3.9001,13.0074,10.9454
41550,22.6,3.9001,13.0053,10.9432
41580,22.2,3.9001,13.0063,10.9448
41610,22.3,3.9001,13.0056,10.9474
41640,21.4,3.9,13.0058,10.941
41670,21.0,3.9,13.0033,10.9369
41700,20.4,3.9001,13.0072,10.9337
41730,20.0,3.9,13.0132,10.9308
41760,20.1,3.9001,13.0123,10.9283
41790,19.9,3.9001,13.0059,10.9277
41820,21.0,3.9,13.006,10.9364
41850,21.3,3.9002,13.0056,10.9383
41880,22.0,3.9001,13.0051,10.9422
41910,20.8,3.9,13.0092,10.9331
41940,20.5,3.9,13.0054,10.9319
41970,20.4,3.9,13.0058,10.9316
42000,20.1,3.9001,13.0035,10.9303
42030,20.4,3.9001,13.0064,10.9365
42060,21.0,3.9001,13.0052,10.9354
42090,21.0,3.9001,13.0053,10.9368
42120,20.9,3.9001,13.0063,10.936
42150,20.9,3.9001,13.007,10.9357
42180,21.0,3.9001,13.0062,10.9324
42210,21.0,3.9001,13.0063,10.9407
42240,21.1,3.9,13.0062,10.9411
42270,21.2,3.9001,13.0145,10.9396
42300,21.3,3.9001,13.0079,10.9416
42330,21.5,3.9,13.0035,10.9414
42360,21.9,3.9001,13.0052,10.9461
42390,21.8,3.9,13.0055,10.9457
42420,21.8,3.9001,13.0052,10.9457
42450,21.8,3.9,13.0059,10.9479
42480,21.8,3.9001,13.0055,10.9449
42510,21.2,3.9001,13.0089,10.9434
42540,20.7,3.9001,13.0122,10.9326
42570,20.1,3.9,13.0058,10.929
42600,20.1,3.9,13.006,10.9286
42630,19.9,3.9001,13.0056,10.9228
42660,19.7,3.9,13.0087,10.9145
42690,19.2,3.9,13.0059,10.9125
42720,19.1,3.9002,13.0055,10.908
42750,18.5,3.9001,13.0057,10.9017
42780,18.3,3.9,13.0059,10.8987
42810,17.8,3.9001,13.0125,10.8953
42840,17.1,3.9002,13.005,10.8895
42870,16.7,3.9001,13.005,10.8763
42900,17.1,3.9001,13.0059,10.8771
42930,17.0,3.9001,13.0066,10.8791
42960,16.8,3.9001,13.0068,10.8681
42990,16.5,3.9001,13.0132,10.8677
43020,17.0,3.9001,13.0056,10.8659
43050,16.8,3.9002,13.0051,10.8617
43080,16.3,3.9,13.0132,10.855
43110,16.6,3.9001,13.0068,10.8564
43140,16.9,3.9001,13.0056,10.8609
43170,17.1,3.9001,13.0064,10.86
43200,17.3,3.9,13.0057,10.8654
43230,17.3,3.9002,13.0065,10.8625
43260,17.3,3.9001,13.0055,10.8645
43290,17.2,3.9001,13.008,10.8605
43320,17.3,3.9,13.0046,10.8593
43350,17.3,3.9001,13.0038,10.8573
43380,17.3,3.9001,13.0059,10.8566
43410,17.3,3.9,13.0054,10.8544
43440,17.3,3.9001,13.0055,10.8508
43470,17.3,3.9001,13.0057,10.8506
43500,17.6,3.9001,13.0061,10.8566
43530,17.4,3.9002,13.0053,10.8552
43560,17.3,3.9001,13.0055,10.8467
43590,16.9,3.9001,13.0051,10.8397
43620,16.7,3.9002,13.0059,10.8316
43650,16.8,3.9,13.0052,10.8318
43680,17.3,3.9001,13.0039,10.8412
43710,17.5,3.9001,13.0135,10.8404
43740,17.4,3.9,13.0052,10.8368
43770,17.2,3.9,13.0053,10.8318
43800,17.0,3.9001,13.0052,10.8293
43830,16.8,3.9,13.0049,10.8249
43860,16.8,3.9001,13.005,10.8249
43890,16.6,3.9,13.005,10.8216
43920,16.6,3.9001,13.0052,10.8237
43950,20.1,3.9001,13.0054,10.8375
43980,24.3,3.9,13.0053,11.097
44010,19.7,3.9001,13.0119,11.0616
44040,17.9,3.9001,13.0054,11.0394
44070,17.1,3.9001,13.008,11.0282
44100,16.2,3.9002,13.0057,10.9999
44130,15.9,3.9,13.0055,10.9576
44160,15.5,3.9001,13.0055,10.915
44190,15.2,3.9001,13.0131,10.8765
44220,19.4,3.9001,13.0099,10.8962
44250,15.2,3.9001,13.0113,10.8404
44280,15.2,3.9002,13.0054,10.8346
44310,15.0,3.9001,13.0054,10.8079
44340,14.8,3.9001,13.0043,10.7922
44370,13.9,3.9001,13.0053,10.762
44400,14.1,3.9,13.0085,10.7483
44430,13.7,3.9,13.0133,10.732
44460,13.8,3.9001,13.0082,10.7294
44490,14.6,3.9001,13.0054,10.7264
44520,14.6,3.9001,13.0094,10.7186
44550,15.2,3.9,13.0077,10.7228
44580,15.4,3.9001,13.0054,10.7235
44610,15.2,3.9002,13.0054,10.7111
44640,15.0,3.9001,13.0054,10.698
44670,15.0,3.9001,13.0075,10.689
44700,15.2,3.9001,13.007,10.6864
44730,15.1,3.9,13.0054,10.6785
44760,15.6,3.9001,13.0055,10.6841
44790,15.4,3.9001,13.0056,10.6742
44820,15.2,3.9001,13.0055,10.6595
44850,15.4,3.9,13.0058,10.6526
44880,15.2,3.9001,13.0112,10.6432
44910,15.3,3.9001,13.0055,10.6388
44940,15.1,3.9002,13.0057,10.6276
44970,14.8,3.9001,13.0055,10.6159
45000,14.8,3.9,13.0076,10.6087
45030,14.7,3.9,13.0056,10.6121
45060,15.2,3.9002,13.0115,10.6119
45090,14.9,3.9001,13.009,10.5816
45120,15.0,3.9001,13.0055,10.5867
45150,15.3,3.9001,13.0069,10.5785
45180,15.1,3.9001,13.0053,10.5597
45210,15.0,3.9001,13.0057,10.555
45240,15.0,3.9002,13.0055,10.5475
45270,14.9,3.9,13.0079,10.5471
45300,15.3,3.9002,13.0148,10.5544
45330,15.7,3.9001,13.0041,10.5617
45360,18.2,3.9001,13.0056,10.6147
45390,16.3,3.9,13.0054,10.564
45420,16.0,3.9,13.0053,10.5697
45450,15.8,3.9,13.0124,10.5546
45480,15.7,3.9001,13.0056,10.5466
45510,15.6,3.9,13.0087,10.5395
45540,15.9,3.9001,13.0095,10.5419
45570,16.3,3.9,13.0101,10.5551
45600,16.8,3.9001,13.0056,10.5605
45630,16.8,3.9,13.0058,10.5399
45660,17.1,3.9,13.0057,10.5556
45690,17.2,3.9002,13.0054,10.5448
45720,16.7,3.9,13.0057,10.5199
45750,16.7,3.9,13.0058,10.5203
45780,16.7,3.9002,13.0062,10.5156
45810,16.9,3.9001,13.0062,10.5211
45840,17.2,3.9001,13.0058,10.546
45870,18.7,3.9002,13.0136,10.5725
45900,17.9,3.9002,13.0056,10.5167
45930,17.7,3.9001,13.0052,10.5178
45960,17.7,3.9001,13.0053,10.5122
45990,17.6,3.9,13.0051,10.5039
46020,17.7,3.9001,13.0064,10.5047
46050,17.7,3.9,13.0052,10.4949
46080,17.8,3.9001,13.0056,10.5002
46110,18.1,3.9001,13.0056,10.5085
46140,18.5,3.9001,13.0067,10.5045
46170,18.3,3.9,13.0063,10.4926
46200,18.2,3.9001,13.0068,10.4793
46230,18.2,3.9001,13.006,10.4689
46260,18.1,3.9002,13.0111,10.4638
46290,18.0,3.9001,13.0063,10.4533
46320,18.1,3.9001,13.0046,10.4486
46350,18.3,3.9001,13.0066,10.4483
46380,18.7,3.9001,13.006,10.4609
46410,18.9,3.9002,13.0055,10.4459
46440,18.9,3.9001,13.0054,10.4473
46470,18.6,3.9001,13.0076,10.4268
46500,18.6,3.9001,13.0065,10.4217
46530,18.6,3.9,13.006,10.4158
46560,18.4,3.9001,13.0058,10.4085
46590,18.4,3.9001,13.0091,10.402
46620,18.5,3.9,13.0064,10.3998
46650,18.8,3.9,13.004,10.4052
46680,18.9,3.9001,13.0043,10.3933
46710,18.7,3.9001,13.0069,10.3871
46740,18.6,3.9002,13.0066,10.3735
46770,18.7,3.9,13.0057,10.3761
46800,18.4,3.9001,13.0058,10.3491
46830,18.0,3.9,13.0066,10.3404
46860,17.9,3.9001,13.0078,10.3302
46890,17.7,3.9001,13.0062,10.3196
46920,17.8,3.9001,13.0065,10.3205
46950,18.1,3.9001,13.0068,10.3316
46980,18.2,3.9,13.0064,10.3208
47010,17.8,3.9001,13.005,10.2964
47040,17.9,3.9001,13.0059,10.3025
47070,17.9,3.9001,13.0059,10.2843
47100,17.9,3.9001,13.0062,10.2796
47130,17.7,3.9001,13.0126,10.2707
47160,17.5,3.9001,13.0058,10.2623
47190,17.2,3.9,13.0059,10.2526
47220,22.3,3.9,13.0069,10.3353
47250,23.8,3.9001,13.0067,10.3622
47280,24.3,3.9,13.0068,10.3659
47310,21.4,3.9002,13.0086,10.3395
47340,19.5,3.9001,13.0039,10.2671
47370,19.0,3.9001,13.012,10.259
47400,18.6,3.9001,13.0065,10.2398
47430,18.3,3.9001,13.0068,10.2278
47460,18.2,3.9,13.0146,10.2199
47490,18.5,3.9001,13.0099,10.2369
47520,18.9,3.9002,13.0065,10.2405
47550,18.8,3.9,13.0069,10.2318
47580,18.5,3.9002,13.0076,10.2048
47610,18.7,3.9002,13.0074,10.2034
47640,18.6,3.9,13.0135,10.1941
47670,17.8,3.9001,13.004,10.1813
47700,17.6,3.9001,13.0125,10.168
47730,17.0,3.9001,13.0073,10.1541
47760,16.8,3.9002,13.0073,10.1479
47790,17.2,3.9001,13.0061,10.1508
47820,17.2,3.9001,13.0103,10.1495
47850,17.2,3.9001,13.0104,10.1327
47880,17.7,3.9001,13.0058,10.138
47910,17.8,3.9,13.0058,10.1358
47940,17.7,3.9001,13.0072,10.1303
47970,17.5,3.9001,13.0138,10.1227
48000,17.5,3.9,13.0037,10.1187
48030,17.8,3.9001,13.0057,10.1163
48060,18.2,3.9001,13.0059,10.1383
48090,18.4,3.9001,13.006,10.1357
48120,18.1,3.9001,13.0058,10.1232
48150,18.2,3.9001,13.0059,10.113
48180,18.1,3.9001,13.0082,10.1025
48210,18.0,3.9001,13.0056,10.0959
48240,17.8,3.9001,13.0056,10.0895
48270,17.9,3.9001,13.0055,10.0863
48300,18.2,3.9001,13.0056,10.0909
48330,18.2,3.9,13.01,10.1004
48360,18.3,3.9,13.0056,10.0944
48390,18.4,3.9001,13.0057,10.0942
48420,18.1,3.9001,13.0132,10.0823
48450,18.4,3.9,13.0148,10.0719
48480,18.2,3.9001,13.0059,10.0606
48510,18.0,3.9001,13.006,10.0535
48540,18.0,3.9,13.006,10.0496
48570,18.2,3.9001,13.0061,10.0458
48600,18.3,3.9002,13.0083,10.0501
48630,18.2,3.9001,13.007,10.0584
48660,18.4,3.9001,13.0043,10.0535
48690,18.3,3.9001,13.0057,10.043
48720,18.2,3.9001,13.006,10.0253
48750,18.2,3.9002,13.0075,10.0213
48780,18.2,3.9001,13.0058,10.0158
48810,18.1,3.9,13.0058,10.0087
48840,17.9,3.9,13.0057,9.9977
48870,17.7,3.9,13.013,9.9891
48900,18.0,3.9001,13.0057,10.0042
48930,17.9,3.9001,13.0067,10.0022
48960,18.1,3.9001,13.0058,9.984
48990,18.4,3.9001,13.0046,10.0002
49020,17.8,3.9001,13.0061,9.9741
49050,17.8,3.9001,13.0075,9.9712
49080,17.8,3.9,13.0072,9.9617
49110,17.6,3.9,13.0059,9.9531
49140,17.5,3.9001,13.0056,9.9497
49170,17.8,3.9,13.0056,9.9638
49200,18.0,3.9,13.0085,9.9686
49230,17.9,3.9001,13.006,9.9554
49260,17.9,3.9,13.0062,9.9436
49290,18.2,3.9001,13.0072,9.9422
49320,18.4,3.9002,13.0033,9.9391
49350,18.1,3.9002,13.0064,9.9317
49380,18.0,3.9001,13.0066,9.9257
49410,17.9,3.9001,13.0065,9.9187
49440,17.9,3.9001,13.0064,9.9219
49470,18.1,3.9,13.0066,9.9335
49500,18.0,3.9001,13.0067,9.9287
49530,18.2,3.9001,13.006,9.9265
49560,21.3,3.9001,13.0062,9.9592
49590,21.9,3.9,13.0061,9.9614
49620,19.1,3.9001,13.0061,9.9226
49650,18.7,3.9,13.0037,9.9041
49680,18.2,3.9001,13.0061,9.8912
49710,17.5,3.9001,13.006,9.8728
49740,17.5,3.9,13.0065,9.8755
49770,17.7,3.9001,13.0125,9.8823
49800,17.8,3.9001,13.0062,9.8683
49830,17.8,3.9001,13.0059,9.8533
49860,17.9,3.9,13.0119,9.857
49890,17.9,3.9002,13.006,9.8537
49920,17.8,3.9001,13.0062,9.8467
49950,17.7,3.9001,13.0062,9.8418
49980,17.5,3.9001,13.0034,9.8357
50010,17.8,3.9001,13.0035,9.8308
50040,18.0,3.9,13.0147,9.8477
50070,18.6,3.9001,13.0061,9.8575
50100,18.4,3.9001,13.007,9.8431
50130,18.4,3.9,13.0076,9.8279
50160,18.3,3.9001,13.0069,9.8199
50190,18.2,3.9,13.0062,9.813
50220,18.1,3.9001,13.0062,9.8066
50250,18.1,3.9002,13.0065,9.8004
50280,18.1,3.9,13.007,9.7939
50310,18.3,3.9001,13.007,9.8058
50340,18.5,3.9,13.0036,9.8134
50370,18.6,3.9002,13.0064,9.8103
50400,18.6,3.9,13.0062,9.8049
50430,18.6,3.9001,13.0065,9.7865
50460,18.6,3.9001,13.0061,9.781
50490,18.5,3.9002,13.0063,9.7731
50520,18.4,3.9002,13.0075,9.764
50550,18.3,3.9002,13.0062,9.7583
50580,18.5,3.9001,13.0062,9.7594
50610,18.8,3.9001,13.0068,9.776
50640,19.0,3.9,13.0065,9.7745
50670,18.9,3.9,13.0046,9.7712
50700,18.8,3.9001,13.0099,9.7475
50730,18.7,3.9001,13.0124,9.7405
50760,18.7,3.9002,13.0059,9.7336
50790,18.6,3.9002,13.0063,9.7277
50820,18.6,3.9002,13.0063,9.7223
50850,18.6,3.9001,13.0064,9.7167
50880,18.6,3.9,13.0062,9.733
50910,19.0,3.9001,13.0059,9.7316
50940,19.3,3.9,13.0131,9.7349
50970,19.2,3.9002,13.0066,9.7312
51000,19.1,3.9,13.0056,9.7182
51030,19.0,3.9001,13.0058,9.7002
51060,18.7,3.9001,13.0069,9.6915
51090,18.5,3.9001,13.0106,9.6809
51120,18.4,3.9,13.0062,9.6752
51150,18.4,3.9001,13.0089,9.6672
51180,18.5,3.9,13.0079,9.6684
51210,18.7,3.9001,13.0061,9.6775
51240,18.9,3.9001,13.0065,9.6714
51270,18.6,3.9,13.0128,9.6507
51300,18.3,3.9001,13.0073,9.6423
51330,18.4,3.9,13.008,9.6423
51360,18.4,3.9001,13.0062,9.6369
51390,18.4,3.9001,13.013,9.635
51420,18.3,3.9,13.0085,9.6278
51450,18.6,3.9,13.0062,9.6323
51480,19.1,3.9001,13.007,9.6493
51510,19.1,3.9001,13.0103,9.6482
51540,18.9,3.9001,13.0059,9.6334
51570,18.9,3.9002,13.0061,9.6153
51600,19.1,3.9,13.0142,9.6178
51630,19.0,3.9,13.0058,9.6098
51660,19.0,3.9001,13.0045,9.6053
51690,19.0,3.9002,13.0073,9.5959
51720,18.9,3.9001,13.0061,9.597
51750,18.9,3.9001,13.0111,9.6125
51780,19.4,3.9001,13.0071,9.613
51810,19.7,3.9001,13.0121,9.6148
51840,19.6,3.9001,13.0063,9.6142
51870,19.7,3.9002,13.006,9.6102
51900,19.7,3.9002,13.0058,9.5914
51930,19.5,3.9001,13.0063,9.5896
51960,19.4,3.9002,13.0059,9.5755
51990,19.3,3.9001,13.0046,9.5686
52020,19.4,3.9001,13.0085,9.5674
52050,19.4,3.9001,13.0058,9.5662
52080,19.3,3.9001,13.0061,9.569
52110,19.5,3.9001,13.0059,9.5538
52140,19.5,3.9002,13.0063,9.5462
52170,19.5,3.9,13.008,9.5422
52200,19.5,3.9,13.0069,9.539
52230,19.5,3.9001,13.0064,9.5317
52260,19.4,3.9002,13.0059,9.5251
52290,19.2,3.9001,13.0088,9.5146
52320,19.2,3.9001,13.0119,9.5152
52350,19.4,3.9001,13.0094,9.5177
52380,19.5,3.9001,13.0061,9.5139
52410,19.2,3.9002,13.0059,9.4994
52440,19.6,3.9001,13.0059,9.5017
52470,19.6,3.9002,13.0061,9.4887
52500,19.2,3.9002,13.0059,9.4815
52530,19.0,3.9,13.0114,9.4735
52560,18.7,3.9002,13.0113,9.465
52590,18.0,3.9001,13.0059,9.4457
52620,17.8,3.9001,13.0061,9.4377
52650,17.3,3.9001,13.0045,9.4262
52680,17.4,3.9002,13.0063,9.4194
52710,16.9,3.9001,13.0061,9.4016
52740,16.9,3.9002,13.0063,9.3992
52770,17.1,3.9001,13.0105,9.3922
52800,16.8,3.9001,13.0064,9.3856
52830,16.9,3.9002,13.0064,9.3806
52860,16.8,3.9002,13.0064,9.3758
52890,16.9,3.9001,13.0064,9.3677
52920,17.0,3.9001,13.0126,9.3679
52950,17.0,3.9001,13.0066,9.366
52980,16.9,3.9001,13.0052,9.3596
53010,17.1,3.9001,13.0062,9.3587
53040,17.6,3.9001,13.0096,9.3673
53070,17.1,3.9001,13.0086,9.3462
53100,16.9,3.9001,13.0098,9.348
53130,16.7,3.9001,13.0063,9.3335
53160,16.6,3.9001,13.0074,9.3326
53190,16.4,3.9002,13.0075,9.3216
53220,16.5,3.9002,13.0062,9.3223
53250,16.3,3.9,13.0145,9.3081
53280,15.7,3.9001,13.0063,9.2923
53310,15.0,3.9,13.0036,9.2879
53340,15.4,3.9001,13.0046,9.2806
53370,14.8,3.9001,13.0061,9.2666
53400,14.4,3.9001,13.0077,9.2578
53430,14.1,3.9001,13.0062,9.2452
53460,14.1,3.9002,13.0061,9.243
53490,13.7,3.9002,13.0065,9.2223
53520,13.3,3.9,13.0059,9.2066
53550,13.0,3.9002,13.0144,9.1983
53580,12.9,3.9001,13.0062,9.1892
53610,14.4,3.9002,13.0075,9.1938
53640,13.6,3.9002,13.0094,9.1963
53670,13.4,3.9001,13.0107,9.1844
53700,13.3,3.9001,13.0063,9.1718
53730,13.0,3.9,13.0132,9.1669
53760,13.1,3.9002,13.0062,9.1622
53790,12.9,3.9001,13.0062,9.1491
53820,12.7,3.9002,13.0067,9.1472
53850,13.4,3.9002,13.0065,9.1613
53880,13.5,3.9002,13.0064,9.1593
53910,14.1,3.9001,13.0064,9.1504
53940,14.1,3.9,13.0065,9.159
53970,14.1,3.9002,13.0085,9.1467
54000,14.1,3.9,13.0041,9.1476
54030,13.9,3.9,13.0067,9.1396
54060,13.9,3.9001,13.0065,9.1357
54090,13.9,3.9,13.0102,9.1369
54120,13.9,3.9001,13.0064,9.1499
54150,16.3,3.9,13.0098,9.1701
54180,19.5,3.9001,13.0064,9.2474
54210,17.4,3.9002,13.0064,9.2078
54240,15.9,3.9001,13.0082,9.1583
54270,15.6,3.9,13.0101,9.1542
54300,15.3,3.9002,13.0127,9.1457
54330,15.3,3.9001,13.0043,9.1407
54360,15.2,3.9001,13.0065,9.1345
54390,15.2,3.9001,13.0096,9.1339
54420,15.2,3.9,13.0066,9.1419
54450,18.1,3.9,13.0067,9.175
54480,17.4,3.9002,13.0069,9.1955
54510,15.7,3.9002,13.0078,9.1357
54540,15.7,3.9002,13.0071,9.1335
54570,15.7,3.9002,13.0092,9.123
54600,15.5,3.9002,13.0073,9.1145
54630,15.4,3.9002,13.0145,9.1057
54660,15.1,3.9001,13.0063,9.0977
54690,15.1,3.9001,13.0062,9.1028
54720,15.5,3.9001,13.007,9.123
54750,15.6,3.9001,13.0069,9.12
54780,15.5,3.9002,13.0069,9.1252
54810,19.3,3.9001,13.0072,9.1723
54840,19.7,3.9002,13.0077,9.176
54870,17.1,3.9001,13.0067,9.1248
54900,16.3,3.9001,13.0068,9.0993
54930,16.1,3.9001,13.0067,9.0982
54960,16.0,3.9002,13.0086,9.09
54990,16.1,3.9001,13.0048,9.0845
55020,15.1,3.9001,13.0064,9.0845
55050,19.1,3.9001,13.0064,9.1377
55080,20.5,3.9001,13.0065,9.1678
55110,18.7,3.9001,13.0064,9.141
55140,17.1,3.9001,13.0076,9.0896
55170,16.8,3.9,13.0068,9.0842
55200,16.6,3.9001,13.0063,9.0773
55230,16.4,3.9,13.0098,9.072
55260,16.2,3.9001,13.0069,9.0639
55290,16.4,3.9002,13.0064,9.0716
55320,16.8,3.9001,13.0095,9.0826
55350,19.1,3.9,13.0074,9.0976
55380,16.9,3.9,13.0095,9.0802
55410,16.7,3.9001,13.0071,9.0638
55440,16.8,3.9002,13.0131,9.0611
55470,16.9,3.9001,13.0073,9.0568
55500,16.7,3.9,13.0085,9.0491
55530,16.8,3.9001,13.0075,9.0459
55560,16.8,3.9002,13.0076,9.0433
55590,16.8,3.9,13.0071,9.0418
55620,18.8,3.9001,13.0084,9.0676
55650,18.5,3.9,13.005,9.0837
55680,17.8,3.9001,13.0064,9.0493
55710,17.5,3.9001,13.0066,9.0436
55740,17.8,3.9001,13.0072,9.0356
55770,17.5,3.9002,13.0074,9.0324
55800,17.5,3.9,13.0073,9.0292
55830,17.4,3.9001,13.0081,9.0212
55860,17.4,3.9001,13.0079,9.0175
55890,17.5,3.9,13.0075,9.0197
55920,17.6,3.9,13.0068,9.0244
55950,17.9,3.9001,13.0069,9.0237
55980,18.0,3.9001,13.0037,9.0219
56010,18.1,3.9001,13.0149,9.0186
56040,17.8,3.9001,13.0075,9.01
56070,18.0,3.9,13.007,9.0115
56100,18.0,3.9001,13.0064,9.0075
56130,17.9,3.9001,13.0071,8.9989
56160,18.0,3.9001,13.0066,8.9927
56190,17.9,3.9002,13.0064,8.9822
56220,17.7,3.9001,13.0074,8.9811
56250,20.6,3.9,13.007,9.0202
56280,20.7,3.9002,13.0076,9.0307
56310,22.0,3.9,13.0146,9.0323
56340,18.9,3.9001,13.0122,8.9733
56370,18.4,3.9002,13.0068,8.9664
56400,18.1,3.9002,13.0075,8.9567
56430,17.9,3.9002,13.0076,8.9475
56460,17.7,3.9,13.0128,8.9393
56490,17.7,3.9001,13.0071,8.9353
56520,17.9,3.9,13.0071,8.9299
56550,18.0,3.9001,13.0072,8.9446
56580,19.0,3.9002,13.0067,8.9527
56610,20.3,3.9002,13.0078,8.9624
56640,18.5,3.9001,13.0037,8.9349
56670,18.1,3.9,13.0045,8.9179
56700,17.7,3.9001,13.0072,8.9079
56730,17.6,3.9001,13.0094,8.9031
56760,17.4,3.9,13.0076,8.8911
56790,17.3,3.9,13.0071,8.8893
56820,17.4,3.9,13.0072,8.884
56850,17.2,3.9001,13.0069,8.887
56880,17.3,3.9001,13.0065,8.8759
56910,17.1,3.9002,13.0076,8.8691
56940,17.1,3.9001,13.0077,8.8621
56970,17.0,3.9002,13.0071,8.8598
57000,17.0,3.9001,13.0088,8.853
57030,17.0,3.9,13.0099,8.853
57060,17.0,3.9002,13.0125,8.8433
57090,17.0,3.9,13.0065,8.8427
57120,17.0,3.9001,13.0069,8.8416
57150,16.2,3.9002,13.0068,8.8303
57180,16.8,3.9001,13.0076,8.8296
57210,16.2,3.9001,13.0065,8.8174
57240,16.0,3.9001,13.0081,8.8083
57270,15.5,3.9001,13.0064,8.793
57300,15.0,3.9001,13.0109,8.7783
57330,14.4,3.9001,13.0036,8.7634
57360,14.6,3.9001,13.0063,8.7569
57390,14.4,3.9001,13.0064,8.7481
57420,14.0,3.9002,13.0065,8.7374
57450,14.3,3.9001,13.0065,8.7381
57480,14.2,3.9001,13.0109,8.7314
57510,14.1,3.9,13.0065,8.7226
57540,14.3,3.9001,13.0064,8.7206
57570,14.3,3.9001,13.0064,8.7163
57600,14.6,3.9001,13.0079,8.7128
57630,14.3,3.9002,13.0066,8.7029
57660,14.2,3.9001,13.0036,8.7
57690,14.5,3.9,13.0084,8.6964
57720,14.4,3.9001,13.0067,8.6953
57750,14.6,3.9,13.012,8.7009
57780,14.7,3.9002,13.0067,8.6965
57810,14.5,3.9001,13.0149,8.6877
57840,14.4,3.9,13.0082,8.6827
57870,14.5,3.9001,13.0067,8.6758
57900,14.5,3.9002,13.0069,8.673
57930,14.4,3.9001,13.0068,8.6702
57960,14.4,3.9002,13.011,8.6669
57990,14.4,3.9,13.0077,8.661
58020,14.5,3.9,13.0073,8.6584
58050,14.5,3.9001,13.0141,8.6617
58080,14.5,3.9,13.0068,8.6684
58110,14.4,3.9001,13.0068,8.6593
58140,14.5,3.9001,13.0068,8.6445
58170,14.4,3.9002,13.0068,8.6349
58200,14.3,3.9,13.0123,8.6281
