date,Tem,电压(V),电流(A),放电容量(Ah)
19350,27.2,3.9,13.0057,11.6345
19380,27.3,3.9002,13.0077,11.6344
19410,27.3,3.9001,13.0134,11.6341
19440,27.7,3.9001,13.0079,11.6343
19470,27.8,3.9003,13.0076,11.6331
19500,27.8,3.9003,13.0079,11.6313
19530,27.8,3.9003,13.0077,11.6302
19560,27.6,3.9004,13.0088,11.629
19590,27.6,3.9002,13.0076,11.6282
19620,27.6,3.9,13.0103,11.6273
19650,27.6,3.9001,13.0079,11.6266
19680,27.9,3.9001,13.0054,11.627
19710,27.9,3.9001,13.0126,11.626
19740,27.7,3.9003,13.0078,11.623
19770,27.6,3.9003,13.0078,11.623
19800,24.6,3.9003,13.0137,11.6151
19830,25.3,3.9001,13.0102,11.6183
19860,26.7,3.9002,13.0079,11.6181
19890,26.9,3.9003,13.0078,11.617
19920,27.1,3.9001,13.008,11.6177
19950,27.5,3.9001,13.0138,11.6181
19980,27.6,3.9002,13.0079,11.6174
20010,27.6,3.9001,13.0034,11.6163
20040,27.6,3.9001,13.0045,11.6141
20070,27.3,3.9001,13.0078,11.6126
20100,27.3,3.9003,13.0089,11.6113
20130,27.1,3.9,13.008,11.6098
20160,27.0,3.9003,13.0079,11.6095
20190,27.4,3.9001,13.0076,11.611
20220,27.8,3.9001,13.0079,11.6104
20250,28.1,3.9001,13.0137,11.6095
20280,28.3,3.9001,13.0078,11.6087
20310,27.9,3.9001,13.0144,11.6065
20340,27.8,3.9001,13.008,11.6049
20370,27.7,3.9,13.0045,11.6041
20400,27.6,3.9001,13.0148,11.6027
20430,27.7,3.9002,13.0077,11.6026
20460,28.0,3.9,13.0079,11.6031
20490,28.4,3.9,13.0078,11.6018
20520,28.7,3.9002,13.0078,11.6018
20550,28.5,3.9004,13.0104,11.6006
20580,28.2,3.9001,13.0079,11.5992
20610,28.2,3.9,13.01,11.5982
20640,28.1,3.9001,13.0081,11.5972
20670,28.0,3.9002,13.0143,11.5957
20700,28.3,3.9001,13.0048,11.5965
20730,24.1,3.9001,13.0079,11.5677
20760,26.1,3.9003,13.0119,11.5662
20790,26.7,3.9001,13.0077,11.5692
20820,26.5,3.9002,13.0077,11.6695
20850,26.7,3.9002,13.0077,11.67
20880,26.7,3.9002,13.008,11.6653
20910,26.7,3.9003,13.0077,11.6407
20940,26.7,3.9002,13.0078,11.6389
20970,26.7,3.9,13.0077,11.635
21000,26.8,3.9,13.0079,11.5748
21030,23.9,3.9,13.0083,11.564
21060,23.3,3.9002,13.0079,11.5647
21090,23.1,3.9002,13.0078,11.5637
21120,25.2,3.9002,13.0079,11.5703
21150,25.6,3.9002,13.0081,11.566
21180,25.7,3.9002,13.0079,11.5646
21210,25.8,3.9,13.0085,11.5635
21240,25.9,3.9003,13.0093,11.5633
21270,26.1,3.9002,13.008,11.5633
21300,25.9,3.9002,13.008,11.5622
21330,25.9,3.9001,13.0079,11.5619
21360,25.9,3.9001,13.0046,11.5607
21390,25.9,3.9003,13.0101,11.5595
21420,25.8,3.9001,13.008,11.5581
21450,25.8,3.9002,13.0085,11.5578
21480,25.9,3.9001,13.0078,11.5578
21510,26.2,3.9003,13.0108,11.5572
21540,26.4,3.9002,13.0077,11.5565
21570,26.2,3.9002,13.011,11.5557
21600,26.2,3.9002,13.0079,11.5548
21630,26.1,3.9001,13.0121,11.5538
21660,26.0,3.9002,13.008,11.5534
21690,26.0,3.9001,13.005,11.5531
21720,26.2,3.9001,13.008,11.5531
21750,26.8,3.9002,13.013,11.5528
21780,27.0,3.9,13.0076,11.5517
21810,26.8,3.9002,13.0076,11.5499
21840,26.7,3.9002,13.0077,11.5495
21870,26.5,3.9002,13.0085,11.5487
21900,26.5,3.9002,13.0078,11.5477
21930,26.4,3.9002,13.0099,11.5478
21960,26.4,3.9001,13.008,11.5478
21990,26.7,3.9001,13.0079,11.55
22020,26.8,3.9,13.0054,11.6342
22050,25.1,3.9002,13.0078,11.6083
22080,26.6,3.9,13.0087,11.5763
22110,26.7,3.9003,13.0078,11.5544
22140,26.8,3.9,13.0089,11.5482
22170,26.6,3.9,13.008,11.5445
22200,26.5,3.9003,13.0079,11.5434
22230,26.6,3.9001,13.0077,11.5427
22260,27.0,3.9002,13.0079,11.5426
22290,27.3,3.9002,13.008,11.5416
22320,27.5,3.9004,13.0079,11.5409
22350,27.3,3.9001,13.01,11.5404
22380,27.1,3.9003,13.0081,11.5396
22410,27.0,3.9003,13.0077,11.5385
22440,27.0,3.9001,13.008,11.5386
22470,27.0,3.9003,13.0114,11.5378
22500,27.0,3.9003,13.0077,11.5371
22530,27.5,3.9003,13.0078,11.5364
22560,27.6,3.9001,13.0115,11.5357
22590,27.5,3.9001,13.0079,11.5349
22620,27.3,3.9003,13.0148,11.5338
22650,27.2,3.9002,13.0077,11.5335
22680,27.3,3.9,13.0047,11.5328
22710,27.2,3.9003,13.0078,11.5325
22740,27.1,3.9003,13.0147,11.5325
22770,27.3,3.9002,13.0141,11.5315
22800,27.6,3.9003,13.0078,11.5309
22830,28.0,3.9003,13.0078,11.5303
22860,27.9,3.9001,13.0088,11.5291
22890,27.6,3.9001,13.0117,11.5286
22920,27.5,3.9002,13.0079,11.5278
22950,27.5,3.9001,13.008,11.527
22980,27.5,3.9002,13.0077,11.5266
23010,27.5,3.9,13.0117,11.5267
23040,27.6,3.9003,13.0077,11.5256
23070,27.4,3.9002,13.0078,11.5249
23100,27.3,3.9003,13.0108,11.5239
23130,27.1,3.9,13.0078,11.5229
23160,27.1,3.9002,13.0078,11.5225
23190,27.0,3.9002,13.0078,11.5228
23220,26.9,3.9002,13.0078,11.5225
23250,26.9,3.9002,13.0076,11.5214
23280,26.9,3.9,13.0079,11.5207
23310,27.1,3.9,13.0091,11.5189
23340,27.3,3.9001,13.0036,11.5186
23370,27.3,3.9001,13.0043,11.5174
23400,26.8,3.9003,13.0076,11.517
23430,26.6,3.9001,13.0077,11.5174
23460,26.5,3.9003,13.0077,11.5163
23490,26.5,3.9003,13.0077,11.5155
23520,26.4,3.9002,13.0076,11.5145
23550,26.7,3.9001,13.013,11.5139
23580,27.0,3.9,13.0096,11.514
23610,27.2,3.9002,13.0078,11.5133
23640,26.9,3.9001,13.0077,11.5125
23670,26.6,3.9003,13.0077,11.5117
23700,26.5,3.9001,13.0049,11.5109
23730,26.5,3.9002,13.0094,11.5098
23760,26.3,3.9001,13.0116,11.5087
23790,26.4,3.9001,13.0082,11.5088
23820,26.8,3.9002,13.0103,11.508
23850,27.1,3.9002,13.0097,11.5077
23880,26.9,3.9001,13.0078,11.5069
23910,26.8,3.9003,13.0077,11.5062
23940,26.6,3.9,13.0079,11.5051
23970,26.4,3.9003,13.0078,11.5036
24000,26.4,3.9002,13.009,11.5036
24030,26.4,3.9,13.0057,11.5036
24060,26.5,3.9003,13.0145,11.5029
24090,26.6,3.9001,13.0078,11.5022
24120,26.6,3.9003,13.0077,11.5011
24150,26.4,3.9002,13.0079,11.4999
24180,26.2,3.9003,13.0078,11.4995
24210,25.9,3.9003,13.0121,11.4995
24240,25.9,3.9003,13.0079,11.4991
24270,25.9,3.9001,13.008,11.5004
24300,25.6,3.9,13.0078,11.4975
24330,25.8,3.9001,13.0077,11.4972
24360,25.9,3.9001,13.0051,11.4963
24390,26.0,3.9003,13.0118,11.496
24420,25.9,3.9001,13.008,11.4952
24450,25.4,3.9002,13.0121,11.495
24480,25.4,3.9002,13.01,11.4947
24510,25.4,3.9001,13.0078,11.4933
24540,25.2,3.9002,13.0093,11.4926
24570,25.1,3.9003,13.0096,11.4918
24600,25.6,3.9002,13.0092,11.4919
24630,25.7,3.9001,13.0084,11.4909
24660,25.5,3.9,13.0131,11.4897
24690,25.4,3.9001,13.0051,11.4895
24720,25.2,3.9001,13.0086,11.4891
24750,25.1,3.9001,13.0087,11.4883
24780,25.1,3.9002,13.0076,11.488
24810,25.1,3.9003,13.0085,11.4874
24840,25.1,3.9002,13.008,11.4874
24870,25.3,3.9001,13.0087,11.4867
24900,25.2,3.9001,13.0077,11.4852
24930,24.9,3.9001,13.0082,11.4843
24960,25.0,3.9002,13.0084,11.4838
24990,24.9,3.9001,13.0077,11.4838
25020,25.0,3.9001,13.0053,11.4835
25050,24.8,3.9001,13.0082,11.4828
25080,24.9,3.9001,13.0078,11.4831
25110,24.8,3.9001,13.0078,11.4817
25140,24.9,3.9001,13.0077,11.4803
25170,25.1,3.9001,13.0144,11.4792
25200,25.0,3.9,13.0079,11.4792
25230,24.9,3.9,13.014,11.4788
25260,24.7,3.9,13.008,11.4785
25290,24.6,3.9001,13.008,11.4783
25320,24.5,3.9,13.0079,11.4772
25350,24.5,3.9001,13.0094,11.4764
25380,24.7,3.9002,13.0136,11.4754
25410,25.0,3.9003,13.0081,11.4743
25440,24.9,3.9,13.008,11.4743
25470,24.8,3.9,13.008,11.4729
25500,24.8,3.9001,13.0081,11.4729
25530,24.6,3.9002,13.008,11.4726
25560,24.6,3.9002,13.0079,11.4726
25590,24.6,3.9001,13.0081,11.4723
25620,24.5,3.9001,13.0111,11.4716
25650,24.9,3.9001,13.0125,11.4702
25680,25.1,3.9001,13.0107,11.469
25710,24.9,3.9001,13.008,11.4679
25740,24.8,3.9002,13.008,11.4676
25770,24.7,3.9001,13.0082,11.4668
25800,24.6,3.9001,13.0139,11.4664
25830,24.5,3.9003,13.0081,11.466
25860,24.6,3.9002,13.0081,11.4652
25890,24.8,3.9,13.0093,11.4645
25920,25.0,3.9,13.0079,11.4646
25950,25.1,3.9001,13.0081,11.4637
25980,24.9,3.9,13.0082,11.463
26010,24.8,3.9001,13.0049,11.4622
26040,24.8,3.9001,13.0146,11.4619
26070,24.8,3.9002,13.0082,11.4611
26100,24.5,3.9002,13.0082,11.4603
26130,24.6,3.9,13.0084,11.4595
26160,24.8,3.9001,13.0124,11.46
26190,24.9,3.9,13.009,11.4575
26220,24.8,3.9002,13.0083,11.457
26250,24.8,3.9,13.0084,11.4567
26280,24.7,3.9002,13.0085,11.4556
26310,24.6,3.9001,13.0084,11.4548
26340,24.6,3.9001,13.0145,11.4544
26370,24.5,3.9003,13.0083,11.4541
26400,24.6,3.9002,13.0084,11.4534
26430,24.7,3.9003,13.0095,11.4524
26460,24.6,3.9,13.0111,11.4521
26490,24.7,3.9001,13.0085,11.4529
26520,24.8,3.9001,13.0084,11.4513
26550,24.6,3.9002,13.0142,11.4508
26580,24.5,3.9001,13.0084,11.4498
26610,24.3,3.9002,13.0084,11.4482
26640,24.4,3.9001,13.0085,11.4471
26670,24.3,3.9001,13.0035,11.4463
26700,24.5,3.9001,13.0043,11.4461
26730,24.8,3.9002,13.0085,11.4458
26760,24.8,3.9001,13.0084,11.4447
26790,24.3,3.9002,13.011,11.4435
26820,24.4,3.9,13.0085,11.4433
26850,24.3,3.9001,13.0085,11.4425
26880,24.2,3.9,13.0084,11.4415
26910,24.0,3.9001,13.0083,11.4404
26940,24.0,3.9001,13.0084,11.4393
26970,24.4,3.9,13.0113,11.4391
27000,24.7,3.9,13.009,11.4365
27030,23.0,3.9001,13.0044,11.4349
27060,24.1,3.9003,13.0106,11.462
27090,24.6,3.9002,13.0083,11.4229
27120,24.4,3.9003,13.0083,11.424
27150,24.3,3.9002,13.0099,11.4258
27180,24.3,3.9002,13.0082,11.4269
27210,24.3,3.9001,13.0082,11.4266
27240,24.2,3.9001,13.0134,11.4266
27270,24.2,3.9002,13.0082,11.4256
27300,23.2,3.9002,13.008,11.4252
27330,24.3,3.9002,13.0082,11.4245
27360,24.5,3.9001,13.0088,11.4246
27390,24.3,3.9001,13.0082,11.4232
27420,24.4,3.9003,13.0082,11.4235
27450,24.5,3.9002,13.0083,11.4235
27480,24.4,3.9001,13.0082,11.4224
27510,24.4,3.9001,13.013,11.4216
27540,24.3,3.9001,13.0082,11.4206
27570,25.1,3.9001,13.0083,11.4201
27600,25.4,3.9002,13.0139,11.4191
27630,25.2,3.9003,13.0082,11.4184
27660,25.0,3.9002,13.008,11.4179
27690,24.9,3.9,13.0046,11.4251
27720,24.7,3.9002,13.0079,11.4535
27750,24.7,3.9002,13.0094,11.451
27780,24.6,3.9001,13.0131,11.4447
27810,24.4,3.9001,13.0082,11.4335
27840,24.3,3.9002,13.0082,11.4263
27870,24.6,3.9003,13.0081,11.4182
27900,24.3,3.9,13.0104,11.4159
27930,23.9,3.9001,13.0081,11.4147
27960,24.0,3.9001,13.0085,11.4137
27990,24.0,3.9003,13.0111,11.4127
28020,23.8,3.9001,13.007,11.413
28050,23.9,3.9002,13.008,11.419
28080,23.7,3.9,13.0081,11.4195
28110,24.1,3.9002,13.0082,11.4102
28140,24.2,3.9002,13.0082,11.4088
28170,24.0,3.9001,13.0096,11.4077
28200,23.9,3.9001,13.0135,11.4072
28230,23.8,3.9001,13.008,11.4061
28260,23.7,3.9,13.008,11.406
28290,23.7,3.9002,13.008,11.4054
28320,23.9,3.9003,13.0081,11.4051
28350,24.1,3.9001,13.0042,11.404
28380,24.2,3.9001,13.008,11.4033
28410,24.2,3.9,13.008,11.4026
28440,23.9,3.9,13.008,11.4022
28470,23.8,3.9002,13.0082,11.4015
28500,23.8,3.9002,13.0081,11.4011
28530,23.8,3.9001,13.0081,11.3995
28560,23.7,3.9,13.0083,11.3992
28590,23.9,3.9,13.0077,11.3985
28620,24.1,3.9001,13.0083,11.3995
28650,24.2,3.9003,13.0082,11.4
28680,24.2,3.9001,13.0049,11.3978
28710,24.0,3.9002,13.0096,11.3952
28740,24.0,3.9002,13.0127,11.3949
28770,24.1,3.9003,13.01,11.3937
28800,24.0,3.9002,13.0079,11.3934
28830,24.0,3.9002,13.008,11.3927
28860,24.1,3.9,13.0082,11.3917
28890,24.9,3.9001,13.0079,11.3908
28920,24.8,3.9,13.0078,11.3901
28950,24.7,3.9003,13.0079,11.3885
28980,24.4,3.9002,13.0076,11.3884
29010,24.5,3.9,13.0053,11.3876
29040,24.3,3.9001,13.0079,11.3866
29070,24.3,3.9002,13.0103,11.3861
29100,24.3,3.9002,13.0138,11.3863
29130,24.7,3.9001,13.0097,11.3853
29160,25.0,3.9,13.0114,11.3842
29190,25.4,3.9003,13.0076,11.3814
29220,24.7,3.9,13.0078,11.3791
29250,24.7,3.9001,13.0077,11.3823
29280,24.6,3.9002,13.0087,11.382
29310,24.6,3.9002,13.0079,11.382
29340,24.6,3.9001,13.0074,11.3813
29370,24.8,3.9002,13.0084,11.3809
29400,25.0,3.9003,13.0076,11.3753
29430,25.2,3.9001,13.0079,11.375
29460,25.2,3.9,13.0077,11.3739
29490,24.8,3.9,13.0079,11.3761
29520,24.6,3.9002,13.0139,11.3753
29550,24.6,3.9,13.0079,11.3749
29580,24.5,3.9001,13.0085,11.3756
29610,24.5,3.9001,13.0076,11.3731
29640,25.1,3.9001,13.0081,11.3695
29670,25.2,3.9001,13.0049,11.3671
29700,25.3,3.9,13.0076,11.3671
29730,24.9,3.9002,13.0077,11.3696
29760,24.5,3.9002,13.0078,11.3692
29790,24.4,3.9002,13.0081,11.3687
29820,24.2,3.9001,13.0147,11.3683
29850,24.2,3.9001,13.0111,11.3686
29880,24.3,3.9001,13.0103,11.3651
29910,24.7,3.9002,13.0081,11.3613
29940,25.0,3.9,13.0082,11.361
29970,25.1,3.9001,13.0081,11.3596
30000,24.6,3.9001,13.0108,11.3623
30030,24.3,3.9001,13.0113,11.3607
30060,24.0,3.9003,13.0111,11.3602
30090,23.9,3.9001,13.008,11.3585
30120,23.9,3.9,13.0081,11.3585
30150,24.3,3.9,13.008,11.3565
30180,24.7,3.9001,13.0082,11.353
30210,24.8,3.9003,13.0145,11.3523
30240,24.9,3.9,13.0082,11.3526
30270,24.3,3.9001,13.0082,11.3536
30300,24.0,3.9001,13.0102,11.3556
30330,23.9,3.9002,13.0082,11.3528
30360,23.9,3.9,13.0042,11.3524
30390,23.8,3.9001,13.0089,11.3531
30420,24.3,3.9001,13.0108,11.3499
30450,24.8,3.9001,13.0084,11.3474
30480,24.9,3.9001,13.0083,11.3468
30510,24.9,3.9003,13.0082,11.3474
30540,24.3,3.9001,13.0082,11.3488
30570,24.2,3.9,13.0082,11.348
30600,24.1,3.9002,13.0083,11.3465
30630,24.0,3.9003,13.0081,11.3451
30660,23.9,3.9002,13.0084,11.344
30690,24.6,3.9001,13.0045,11.3406
30720,24.8,3.9,13.0083,11.3382
30750,25.0,3.9001,13.0082,11.3393
30780,24.7,3.9003,13.0083,11.3421
30810,24.3,3.9002,13.0082,11.3412
30840,24.3,3.9,13.0084,11.3397
30870,24.2,3.9,13.0085,11.3382
30900,24.0,3.9001,13.0082,11.3381
30930,24.1,3.9002,13.0083,11.336
30960,24.6,3.9002,13.0145,11.335
30990,25.0,3.9002,13.0083,11.3323
31020,25.1,3.9001,13.0043,11.3308
31050,24.5,3.9,13.0084,11.3348
31080,24.4,3.9002,13.0085,11.333
31110,24.3,3.9002,13.0085,11.3326
31140,24.2,3.9001,13.0083,11.3334
31170,24.1,3.9001,13.0084,11.3305
31200,24.4,3.9001,13.0082,11.3287
31230,24.8,3.9001,13.0084,11.3248
31260,25.1,3.9001,13.0083,11.3226
31290,25.1,3.9001,13.0083,11.3219
31320,24.7,3.9,13.0135,11.3265
31350,24.6,3.9001,13.0063,11.3261
31380,24.5,3.9001,13.0135,11.3265
31410,24.4,3.9001,13.0083,11.3247
31440,24.3,3.9003,13.0083,11.3229
31470,24.8,3.9001,13.0083,11.3197
31500,25.1,3.9002,13.0117,11.3201
31530,25.4,3.9001,13.0083,11.3202
31560,25.3,3.9003,13.0084,11.3227
31590,24.9,3.9002,13.0082,11.3231
31620,25.1,3.9001,13.0084,11.3225
31650,25.0,3.9001,13.0083,11.3207
31680,24.9,3.9001,13.0083,11.3174
31710,25.0,3.9003,13.0141,11.316
31740,25.2,3.9001,13.0084,11.3157
31770,25.6,3.9002,13.0083,11.3166
31800,25.7,3.9001,13.0084,11.3158
31830,25.5,3.9001,13.0086,11.3135
31860,25.4,3.9001,13.0085,11.3124
31890,25.3,3.9001,13.0084,11.3103
31920,25.2,3.9,13.0086,11.3095
31950,25.2,3.9,13.0086,11.3088
31980,25.3,3.9001,13.0085,11.3093
32010,25.5,3.9,13.0051,11.3094
32040,25.8,3.9001,13.0092,11.3083
32070,25.9,3.9,13.0143,11.3061
32100,25.7,3.9002,13.0085,11.3045
32130,25.6,3.9001,13.0084,11.3037
32160,25.0,3.9001,13.0084,11.302
32190,24.4,3.9001,13.0098,11.3004
32220,23.7,3.9003,13.0084,11.2984
32250,23.7,3.9,13.0085,11.2993
32280,23.5,3.9,13.0084,11.2981
32310,23.8,3.9002,13.0085,11.2968
32340,23.7,3.9001,13.005,11.2936
32370,23.3,3.9002,13.0097,11.2921
32400,23.6,3.9001,13.0124,11.2926
32430,23.4,3.9002,13.0084,11.2915
32460,23.5,3.9001,13.0084,11.2901
32490,23.4,3.9001,13.0083,11.2882
32520,23.5,3.9002,13.0084,11.2876
32550,23.5,3.9003,13.0085,11.2865
32580,23.7,3.9001,13.0084,11.2855
32610,23.9,3.9001,13.0083,11.2851
32640,23.6,3.9002,13.0083,11.2835
32670,23.5,3.9001,13.005,11.2827
32700,23.5,3.9001,13.0083,11.2816
32730,23.4,3.9001,13.0082,11.2805
32760,23.4,3.9001,13.0083,11.2795
32790,23.6,3.9001,13.0083,11.2804
32820,24.0,3.9001,13.0082,11.2822
32850,23.7,3.9003,13.0125,11.2788
32880,23.6,3.9001,13.0085,11.2766
32910,23.6,3.9003,13.0082,11.2748
32940,23.6,3.9003,13.0084,11.2738
32970,23.7,3.9001,13.0083,11.2734
33000,23.7,3.9001,13.0052,11.2719
33030,23.6,3.9003,13.0083,11.2712
33060,24.0,3.9002,13.0082,11.2712
33090,24.3,3.9001,13.0082,11.2699
33120,23.9,3.9001,13.0082,11.2678
33150,23.9,3.9002,13.0082,11.2669
33180,24.0,3.9002,13.0082,11.2658
33210,23.9,3.9002,13.0082,11.2647
33240,23.8,3.9001,13.0081,11.2632
33270,23.7,3.9,13.0083,11.2613
33300,23.4,3.9002,13.0123,11.2594
33330,23.3,3.9001,13.0034,11.2579
33360,23.2,3.9,13.0033,11.2562
33390,23.2,3.9001,13.0043,11.2562
33420,23.0,3.9,13.0051,11.2537
33450,22.9,3.9001,13.0047,11.2519
33480,22.8,3.9,13.0053,11.2496
33510,22.7,3.9001,13.0046,11.2478
33540,22.7,3.9001,13.0087,11.2475
33570,22.8,3.9,13.0051,11.2465
33600,22.9,3.9001,13.0043,11.2462
33630,22.7,3.9001,13.0046,11.245
33660,22.6,3.9,13.0044,11.2428
33690,22.5,3.9,13.0032,11.2421
33720,22.5,3.9,13.0051,11.2399
33750,22.3,3.9,13.0082,11.2381
33780,22.1,3.9001,13.0052,11.2373
33810,22.0,3.9001,13.0052,11.237
33840,22.1,3.9001,13.005,11.236
33870,21.5,3.9001,13.005,11.2315
33900,21.2,3.9,13.0065,11.229
33930,20.9,3.9001,13.0095,11.2263
33960,21.1,3.9,13.0127,11.2265
33990,20.7,3.9001,13.0058,11.2245
34020,20.5,3.9001,13.004,11.2222
34050,20.4,3.9001,13.0057,11.22
34080,20.2,3.9001,13.0045,11.2174
34110,20.7,3.9001,13.0126,11.2174
34140,20.8,3.9,13.006,11.2159
34170,20.5,3.9,13.0059,11.2134
34200,20.8,3.9001,13.0052,11.2138
34230,20.5,3.9001,13.0046,11.2109
34260,20.5,3.9,13.0049,11.2095
34290,20.5,3.9001,13.0086,11.2079
34320,20.4,3.9001,13.0086,11.2057
34350,20.6,3.9,13.0055,11.2057
34380,20.5,3.9001,13.0055,11.2046
34410,20.6,3.9001,13.0053,11.2036
34440,20.5,3.9,13.0053,11.2013
34470,20.4,3.9001,13.0047,11.1999
34500,20.4,3.9,13.0042,11.1972
34530,20.3,3.9001,13.0039,11.1955
34560,20.3,3.9001,13.012,11.1937
34590,20.3,3.9001,13.0071,11.1942
34620,20.5,3.9001,13.0054,11.1946
34650,20.8,3.9,13.0043,11.1932
34680,20.8,3.9,13.0044,11.1929
34710,20.6,3.9001,13.0047,11.1903
34740,20.6,3.9,13.0056,11.1888
34770,20.5,3.9,13.0071,11.1876
34800,20.7,3.9,13.0145,11.1876
34830,20.1,3.9001,13.0046,11.1841
34860,19.5,3.9001,13.005,11.1799
34890,19.2,3.9,13.0048,11.1769
34920,19.2,3.9,13.0055,11.1759
34950,19.4,3.9001,13.0077,11.1741
34980,19.3,3.9,13.0045,11.1726
35010,19.2,3.9,13.0038,11.1715
35040,19.1,3.9001,13.0048,11.1695
35070,19.0,3.9,13.0056,11.1676
35100,18.9,3.9001,13.0043,11.165
35130,18.8,3.9001,13.0082,11.1639
35160,18.6,3.9001,13.0046,11.1605
35190,18.8,3.9001,13.0052,11.1603
35220,18.9,3.9001,13.0054,11.16
35250,18.8,3.9,13.0052,11.1574
35280,18.8,3.9001,13.0113,11.1559
35310,18.7,3.9001,13.0104,11.1534
35340,18.3,3.9001,13.0035,11.151
35370,18.2,3.9,13.0051,11.1505
35400,18.7,3.9001,13.005,11.1496
35430,18.9,3.9,13.0047,11.1486
35460,19.1,3.9001,13.0131,11.1505
35490,19.0,3.9001,13.0054,11.1465
35520,18.8,3.9001,13.0125,11.1443
35550,18.8,3.9001,13.0052,11.1424
35580,18.7,3.9,13.0054,11.141
35610,18.8,3.9001,13.0054,11.1396
35640,19.0,3.9001,13.0062,11.1392
35670,19.5,3.9001,13.0059,11.1405
35700,19.7,3.9001,13.0064,11.1384
35730,19.2,3.9,13.0061,11.1364
35760,19.1,3.9001,13.0081,11.1353
35790,19.1,3.9,13.0139,11.1346
35820,19.0,3.9001,13.0099,11.1331
35850,19.1,3.9001,13.0125,11.1331
35880,19.1,3.9,13.0053,11.132
35910,19.4,3.9,13.005,11.1317
35940,19.6,3.9001,13.0054,11.131
35970,19.8,3.9,13.0052,11.1296
36000,19.5,3.9,13.0036,11.1264
36030,19.8,3.9001,13.0051,11.1221
36060,19.1,3.9001,13.0047,11.118
36090,19.7,3.9001,13.0046,11.1185
36120,19.1,3.9,13.01,11.1144
36150,20.2,3.9001,13.0081,11.1185
36180,20.2,3.9,13.0094,11.1197
36210,20.6,3.9,13.006,11.1198
36240,20.7,3.9001,13.0049,11.1161
36270,19.6,3.9001,13.005,11.1096
36300,20.2,3.9001,13.0056,11.1114
36330,19.5,3.9001,13.0062,11.1067
36360,20.2,3.9001,13.0058,11.107
36390,19.5,3.9001,13.0055,11.1037
36420,20.1,3.9,13.0054,11.1062
36450,20.7,3.9,13.005,11.1103
36480,21.7,3.9001,13.0055,11.1123
36510,20.7,3.9,13.0076,11.1076
36540,20.5,3.9,13.0057,11.1051
36570,20.8,3.9001,13.0061,11.1087
36600,20.8,3.9001,13.0042,11.1072
36630,20.8,3.9,13.0044,11.1057
36660,20.7,3.9001,13.0033,11.1038
36690,20.9,3.9001,13.0033,11.104
36720,21.6,3.9,13.0061,11.107
36750,22.1,3.9001,13.0047,11.1081
36780,21.3,3.9001,13.005,11.1049
36810,21.6,3.9001,13.0139,11.1025
36840,20.5,3.9,13.0057,11.095
36870,20.3,3.9,13.0065,11.092
36900,20.1,3.9001,13.0058,11.0897
36930,20.1,3.9,13.0051,11.0894
36960,20.5,3.9001,13.0058,11.0917
36990,20.9,3.9,13.0054,11.0917
37020,21.1,3.9001,13.0081,11.09
37050,20.1,3.9,13.0086,11.0831
37080,20.2,3.9001,13.0051,11.0823
37110,20.7,3.9001,13.0047,11.0852
37140,20.6,3.9001,13.0048,11.0841
37170,20.5,3.9001,13.0047,11.0819
37200,20.5,3.9001,13.0087,11.0805
37230,20.6,3.9001,13.0039,11.0809
37260,21.0,3.9001,13.0059,11.082
37290,20.9,3.9001,13.008,11.0796
37320,21.0,3.9001,13.0056,11.0789
37350,20.7,3.9,13.0031,11.0787
37380,20.5,3.9001,13.0051,11.074
37410,20.4,3.9,13.0089,11.0728
37440,20.4,3.9,13.0107,11.071
37470,20.4,3.9,13.0056,11.0692
37500,21.0,3.9001,13.005,11.0715
37530,21.2,3.9,13.0131,11.0705
37560,21.4,3.9,13.0043,11.0718
37590,21.0,3.9,13.0043,11.0677
37620,20.7,3.9001,13.0049,11.0652
37650,20.6,3.9,13.0044,11.0626
37680,20.4,3.9,13.003,11.06
37710,20.3,3.9,13.0064,11.0578
37740,20.2,3.9001,13.0056,11.0566
37770,20.6,3.9001,13.0054,11.0575
37800,20.8,3.9,13.0057,11.0577
37830,20.6,3.9,13.0055,11.055
37860,20.4,3.9001,13.0054,11.0536
37890,20.5,3.9,13.0057,11.0521
37920,19.7,3.9001,13.0053,11.0491
37950,19.7,3.9001,13.0055,11.0476
37980,19.4,3.9001,13.0047,11.0452
38010,19.3,3.9001,13.0035,11.0438
38040,20.1,3.9001,13.0042,11.0465
38070,20.8,3.9001,13.0041,11.0471
38100,20.7,3.9,13.0045,11.0471
38130,20.3,3.9001,13.005,11.0431
38160,20.3,3.9,13.0045,11.0416
38190,20.2,3.9001,13.0044,11.0406
38220,20.2,3.9001,13.0091,11.0395
38250,20.1,3.9,13.005,11.0373
38280,20.1,3.9001,13.0083,11.0358
38310,20.6,3.9001,13.0056,11.0356
38340,20.9,3.9,13.0034,11.035
38370,20.7,3.9001,13.0049,11.0345
38400,20.7,3.9001,13.0136,11.0326
38430,20.3,3.9001,13.0056,11.0303
38460,20.3,3.9,13.0058,11.0289
38490,20.1,3.9001,13.0045,11.027
38520,19.8,3.9001,13.0044,11.0237
38550,19.4,3.9,13.0038,11.021
38580,19.9,3.9001,13.0053,11.0219
38610,20.0,3.9001,13.0079,11.0217
38640,19.6,3.9001,13.0119,11.0184
38670,19.0,3.9001,13.0037,11.0166
38700,19.1,3.9001,13.0045,11.0129
38730,19.0,3.9001,13.0072,11.01
38760,19.0,3.9001,13.0047,11.0089
