Cycle,Tem,电压(V),电流(A),放电容量(Ah)
1590,30.1,3.6501,12.9978,13.2368
1620,30.3,3.6501,13.0039,13.2345
1650,31.1,3.6501,13.002,13.2324
1680,30.6,3.65,13.0005,13.2268
1710,30.3,3.6502,13.0061,13.2214
1740,30.3,3.65,12.9988,13.2181
1770,30.3,3.65,12.9985,13.2149
1800,30.4,3.6501,13.0036,13.2115
1830,30.8,3.6501,13.0016,13.2093
1860,31.0,3.65,12.9981,13.2067
1890,30.9,3.6501,13.0056,13.2029
1920,30.5,3.6501,12.9979,13.1981
1950,30.4,3.65,12.9967,13.1943
1980,30.4,3.65,12.9987,13.1906
2010,30.3,3.6501,13.0015,13.187
2040,30.2,3.6501,12.9984,13.1837
2070,30.4,3.6501,12.9975,13.1811
2100,30.4,3.65,12.9973,13.1777
2130,30.3,3.65,12.9968,13.1741
2160,30.2,3.6501,12.997,13.1706
2190,30.1,3.65,13.0014,13.167
2220,30.1,3.6501,12.9999,13.1637
2250,30.1,3.6501,12.9986,13.1611
2280,30.4,3.65,12.9997,13.1588
2310,30.6,3.65,12.997,13.1566
2340,30.6,3.65,12.9992,13.1537
2370,30.4,3.6501,13.0048,13.1503
2400,30.2,3.65,13.0058,13.1465
2430,30.1,3.6501,12.9973,13.1433
2460,29.9,3.65,13.0003,13.1401
2490,30.0,3.6501,13.0,13.1382
2520,30.3,3.65,13.0009,13.1343
2550,29.1,3.65,12.9976,13.1295
2580,29.7,3.65,13.0044,13.1278
2610,29.5,3.65,12.997,13.1239
2640,29.3,3.65,13.0004,13.1211
2670,29.2,3.6501,12.9966,13.1186
2700,29.1,3.6502,13.0028,13.116
2730,29.5,3.6501,12.9996,13.1151
2760,29.9,3.6501,12.9962,13.114
2790,30.3,3.6501,12.9966,13.1124
2820,30.7,3.65,12.9988,13.1101
2850,30.0,3.6501,13.0022,13.1061
2880,29.8,3.65,12.9962,13.1029
2910,29.8,3.65,12.9962,13.1004
2940,29.8,3.65,12.9966,13.0978
2970,30.1,3.6501,13.0004,13.0965
3000,30.4,3.65,13.001,13.0949
3030,31.0,3.6502,13.0017,13.0944
3060,31.0,3.6501,12.9962,13.0911
3090,30.4,3.65,12.9994,13.0877
3120,30.3,3.6501,12.9986,13.0841
3150,30.3,3.6501,12.9971,13.0816
3180,30.3,3.65,13.0034,13.0801
3210,30.7,3.6501,12.9984,13.0796
3240,31.1,3.65,12.9973,13.078
3270,31.0,3.65,13.0028,13.0749
3300,30.8,3.65,13.0008,13.0718
3330,30.5,3.6501,13.001,13.0686
3360,30.4,3.6501,12.9979,13.0661
3390,30.3,3.6502,12.9996,13.064
3420,30.6,3.65,12.9965,13.0624
3450,30.8,3.6501,12.9996,13.0612
3480,31.3,3.65,12.9973,13.0598
3510,31.6,3.6501,12.9978,13.0574
3540,30.9,3.6501,13.0032,13.0533
3570,30.7,3.6501,12.9972,13.0504
3600,30.7,3.6501,12.9998,13.0482
3630,30.6,3.65,12.9974,13.0461
3660,30.8,3.6501,12.9985,13.0453
3690,31.2,3.6501,13.0144,13.0442
3720,31.4,3.6502,12.9992,13.0426
3750,31.4,3.65,13.0039,13.0402
3780,31.1,3.6501,12.9983,13.0366
3810,31.0,3.6501,12.9982,13.0346
3840,30.9,3.65,12.9968,13.032
3870,30.9,3.65,12.9988,13.0301
3900,31.2,3.6501,13.0002,13.0289
3930,31.5,3.6501,13.0004,13.0277
3960,31.6,3.6501,12.9966,13.0247
3990,31.3,3.65,12.9971,13.0216
4020,31.2,3.65,12.9985,13.0194
4050,31.1,3.6501,13.004,13.0168
4080,30.9,3.65,13.0015,13.0142
4110,30.9,3.6501,13.0005,13.0119
4140,31.0,3.6501,12.9974,13.0116
4170,31.2,3.6501,13.0023,13.0101
4200,31.4,3.65,12.9988,13.0086
4230,31.3,3.65,12.9983,13.0052
4260,30.9,3.65,12.9966,13.0027
4290,30.8,3.6501,12.9965,13.0003
4320,30.7,3.65,12.9989,12.9977
4350,30.6,3.6501,13.0037,12.9962
4380,30.9,3.6502,13.0032,12.9951
4410,31.2,3.6501,13.0131,12.9944
4440,31.6,3.65,13.0036,12.9922
4470,31.0,3.65,12.9976,12.9889
4500,30.8,3.65,12.9971,12.9865
4530,30.7,3.65,12.9973,12.9844
4560,30.6,3.65,12.9972,12.9829
4590,30.8,3.6501,12.9969,12.9814
4620,31.0,3.6501,12.9995,12.981
4650,31.2,3.65,12.9984,12.9792
4680,30.9,3.6501,13.0005,12.9765
4710,30.8,3.6502,12.9992,12.9733
4740,30.6,3.6501,12.9971,12.972
4770,30.5,3.6501,13.0011,12.9694
4800,30.4,3.65,12.999,12.9672
4830,30.3,3.6501,12.9987,12.9657
4860,30.4,3.6501,12.9968,12.9643
4890,30.3,3.6501,13.0004,12.9622
4920,30.4,3.6501,12.9975,12.9607
4950,30.1,3.6501,12.9982,12.9583
4980,30.0,3.6501,12.9978,12.9567
5010,29.9,3.65,13.0007,12.9541
5040,29.9,3.6502,12.9996,12.9528
5070,30.1,3.6501,12.9983,12.9519
5100,30.4,3.6501,12.9987,12.9512
5130,30.8,3.6501,12.9986,12.9508
5160,30.5,3.6501,13.0059,12.9471
5190,30.1,3.6501,13.0019,12.9447
5220,30.0,3.6501,13.002,12.943
5250,29.9,3.6501,12.9972,12.9409
5280,29.8,3.65,12.9996,12.9394
5310,30.1,3.6501,12.9972,12.9385
5340,30.4,3.65,12.9966,12.9383
5370,30.5,3.6502,12.9996,12.9359
5400,30.0,3.6501,13.0001,12.9331
5430,29.8,3.6501,12.9975,12.9307
5460,29.7,3.6501,12.9968,12.929
5490,29.6,3.6501,13.0036,12.9271
5520,29.7,3.6501,13.0041,12.9268
5550,30.0,3.6501,13.0021,12.9256
5580,30.1,3.6501,12.9971,12.9247
5610,30.6,3.65,12.9976,12.924
5640,30.3,3.6501,12.9997,12.9214
5670,30.1,3.65,12.9968,12.9195
5700,29.9,3.6502,12.9999,12.9173
5730,29.9,3.65,12.9987,12.9159
5760,29.9,3.65,13.0016,12.9141
5790,30.2,3.65,13.0051,12.9139
5820,30.5,3.65,12.9993,12.9131
5850,30.7,3.6501,12.9966,12.9122
5880,30.2,3.65,12.9983,12.9092
5910,30.0,3.6501,12.9989,12.9068
5940,29.9,3.65,12.9966,12.9051
5970,29.8,3.65,12.9967,12.9029
6000,30.0,3.6501,12.9998,12.9021
6030,30.3,3.6503,13.0003,12.9016
6060,30.4,3.65,13.0011,12.9005
6090,30.4,3.6501,12.9981,12.8982
6120,30.1,3.65,12.9996,12.8964
6150,29.9,3.6501,12.9964,12.8944
6180,29.9,3.65,12.9979,12.8929
6210,29.9,3.6501,12.9966,12.8911
6240,30.0,3.6501,12.9987,12.8902
6270,30.4,3.6501,13.0004,12.8893
6300,30.4,3.65,13.0001,12.8878
6330,30.8,3.65,13.0005,12.8866
6360,30.2,3.6502,12.9994,12.884
6390,30.1,3.65,12.9977,12.8818
6420,30.0,3.65,12.9987,12.8805
6450,30.0,3.6501,12.9971,12.8791
6480,30.1,3.6501,12.9981,12.8781
6510,30.4,3.65,12.9977,12.8777
6540,30.2,3.6501,12.9972,12.8759
6570,30.1,3.6501,12.9966,12.8732
6600,29.8,3.65,12.9964,12.8707
6630,29.7,3.6501,12.9966,12.8691
6660,29.6,3.65,12.9964,12.8672
6690,29.5,3.65,12.9999,12.8658
6720,29.7,3.6502,13.0024,12.865
6750,29.8,3.6501,12.9986,12.8638
6780,29.7,3.65,13.0014,12.8621
6810,29.6,3.6501,12.9964,12.8604
6840,29.5,3.6501,13.002,12.8586
6870,29.5,3.6503,12.9977,12.8571
6900,29.4,3.6501,12.9998,12.855
6930,29.3,3.6501,12.9975,12.8538
6960,29.6,3.6501,12.9984,12.8527
6990,29.5,3.6501,12.9973,12.8519
7020,29.7,3.6501,12.9991,12.8501
7050,29.4,3.6502,12.9989,12.8483
7080,29.4,3.6502,13.0052,12.8462
7110,29.3,3.6503,12.9983,12.8452
7140,29.3,3.6502,12.9976,12.8433
7170,29.5,3.6502,13.0003,12.8429
7200,29.8,3.6502,12.9974,12.8431
7230,30.0,3.6501,12.9976,12.8419
7260,30.3,3.6501,12.9974,12.8411
7290,29.9,3.6501,13.0005,12.8381
7320,29.8,3.6501,12.9979,12.8359
7350,29.6,3.6501,12.9989,12.8341
7380,29.6,3.6502,12.9993,12.8335
7410,29.8,3.6501,13.0017,12.8323
7440,30.0,3.6501,12.9996,12.8318
7470,30.2,3.6501,12.9989,12.831
7500,30.7,3.6501,12.9981,12.8297
7530,30.2,3.6501,13.0002,12.8272
7560,30.0,3.6501,12.9971,12.8251
7590,29.8,3.6501,13.0014,12.8236
7620,29.8,3.6502,13.0014,12.8226
7650,30.0,3.6501,12.9977,12.8215
7680,30.1,3.6501,12.9988,12.8211
7710,30.3,3.6502,13.0026,12.8199
7740,30.4,3.6501,12.9973,12.8178
7770,30.0,3.6501,12.9973,12.8155
7800,29.8,3.65,13.0004,12.8137
7830,29.7,3.65,12.997,12.8122
7860,29.7,3.6501,12.9967,12.8111
7890,30.0,3.6501,13.0042,12.8107
7920,30.1,3.6501,13.0017,12.8092
7950,30.2,3.6501,12.997,12.8081
7980,30.3,3.65,12.9997,12.8063
8010,29.9,3.65,12.9974,12.8039
8040,29.9,3.6502,13.0033,12.8024
8070,29.9,3.6501,12.9971,12.801
8100,29.9,3.6501,12.9995,12.8003
8130,30.1,3.6501,13.0016,12.7991
8160,30.2,3.65,12.9993,12.7979
8190,30.3,3.6501,12.9977,12.7967
8220,30.1,3.65,12.9987,12.7951
8250,30.0,3.6501,12.9976,12.7927
8280,29.9,3.6501,12.9974,12.7909
8310,29.8,3.65,12.9968,12.7895
8340,29.8,3.65,12.9989,12.7884
8370,30.0,3.6502,12.9995,12.7876
8400,30.1,3.65,12.9994,12.7862
8430,30.2,3.65,13.0005,12.7856
8460,30.3,3.6501,13.0005,12.784
8490,30.0,3.6501,13.0002,12.7815
8520,29.9,3.65,13.0045,12.7804
8550,29.9,3.65,12.9991,12.7786
8580,29.7,3.65,12.9996,12.7775
8610,29.9,3.65,12.999,12.7771
8640,30.1,3.65,12.9966,12.7762
8670,30.5,3.6501,12.998,12.7753
8700,30.4,3.6502,12.9998,12.7737
8730,30.2,3.6501,13.0,12.7712
8760,30.1,3.6501,12.9969,12.7695
8790,29.9,3.6501,12.9989,12.7677
8820,30.0,3.65,13.001,12.7672
8850,30.3,3.65,13.0008,12.7663
8880,30.7,3.6501,13.0097,12.7658
8910,30.7,3.6501,13.0022,12.7639
8940,30.5,3.6501,12.9993,12.7616
8970,30.3,3.6502,13.0036,12.7603
9000,30.2,3.6502,13.0035,12.7584
9030,30.1,3.6503,12.9998,12.7574
9060,30.2,3.6502,12.9983,12.757
9090,30.5,3.6501,13.0041,12.7562
9120,30.6,3.6501,12.9975,12.7547
9150,30.5,3.6501,12.9991,12.7525
9180,30.3,3.6501,12.9975,12.7505
9210,30.3,3.6501,12.9973,12.749
9240,30.2,3.6502,13.0007,12.7476
9270,30.0,3.6502,12.9977,12.7465
9300,30.2,3.6502,12.9998,12.7453
9330,30.5,3.6501,12.9979,12.7447
9360,30.6,3.6502,13.0014,12.7437
9390,30.5,3.6501,13.0008,12.7419
9420,30.3,3.6501,13.0005,12.7394
9450,30.2,3.6501,12.9999,12.7381
9480,30.1,3.65,12.9969,12.7363
9510,30.0,3.65,12.9971,12.7356
9540,30.4,3.65,12.9994,12.7353
9570,30.7,3.6501,12.9977,12.7345
9600,31.0,3.65,13.0005,12.7334
9630,30.7,3.6501,13.0063,12.7307
9660,30.4,3.65,12.9998,12.7289
9690,30.3,3.6502,13.0001,12.7275
9720,30.1,3.65,13.0002,12.7257
9750,30.1,3.65,12.9971,12.7246
9780,30.4,3.6501,12.9971,12.7244
9810,30.7,3.6501,12.9991,12.7235
9840,31.0,3.65,12.9991,12.7234
9870,31.1,3.6501,12.9988,12.7214
9900,30.7,3.6501,12.9974,12.7187
9930,30.4,3.6501,12.9971,12.717
9960,30.2,3.6501,12.9997,12.7153
9990,30.2,3.6501,12.9996,12.7138
10020,30.6,3.65,13.0004,12.7132
10050,30.8,3.6502,13.0008,12.7132
10080,31.0,3.65,13.0046,12.7116
10110,30.8,3.6501,13.0,12.7094
10140,30.4,3.65,12.998,12.7076
10170,30.3,3.6501,12.9988,12.7063
10200,30.1,3.6501,13.002,12.7046
10230,30.2,3.6501,13.0001,12.7038
10260,30.5,3.6501,12.9972,12.7036
10290,30.8,3.6501,12.9984,12.7037
10320,31.2,3.65,13.0005,12.7041
10350,31.3,3.6501,12.9986,12.701
10380,30.9,3.6502,12.9991,12.6982
10410,31.1,3.65,12.9979,12.7031
10440,31.4,3.65,13.0003,12.7056
10470,31.1,3.6501,13.0015,12.7027
10500,30.9,3.6501,12.9977,12.6997
10530,30.7,3.65,12.9997,12.6976
10560,30.7,3.65,12.9983,12.6962
10590,30.9,3.65,12.9995,12.6952
10620,31.2,3.6501,12.9997,12.6942
10650,31.3,3.6501,12.9968,12.6926
10680,31.4,3.65,12.9963,12.6901
10710,31.1,3.6502,12.9989,12.6883
10740,30.9,3.6501,12.9983,12.6867
10770,30.8,3.65,13.0011,12.685
10800,30.8,3.6501,12.9997,12.6836
10830,30.8,3.65,12.9981,12.6821
10860,31.0,3.6501,12.9978,12.6818
10890,31.1,3.6501,12.9962,12.6801
10920,31.0,3.6501,12.9961,12.6784
10950,30.7,3.6501,12.9962,12.6767
10980,30.5,3.65,12.9964,12.675
11010,30.4,3.6501,12.999,12.6737
11040,30.3,3.6502,12.9995,12.6719
11070,30.5,3.65,12.9994,12.6711
11100,30.8,3.65,12.9999,12.6706
11130,30.8,3.6501,12.9966,12.6682
11160,30.7,3.65,12.997,12.6667
11190,30.3,3.6501,12.9963,12.6642
11220,30.2,3.6501,12.9965,12.6631
11250,30.2,3.65,12.9977,12.6621
11280,30.0,3.65,13.0,12.661
11310,30.4,3.65,12.9967,12.6607
11340,30.7,3.6501,12.9981,12.6596
11370,30.1,3.6502,13.0024,12.6559
11400,30.2,3.65,13.0004,12.6549
11430,29.7,3.65,12.9968,12.6532
11460,29.5,3.65,12.9964,12.6518
11490,29.5,3.6501,13.0011,12.6508
11520,29.4,3.65,12.998,12.6493
11550,29.8,3.6501,12.9971,12.6488
11580,30.1,3.6501,12.9961,12.6484
11610,30.1,3.6501,13.0029,12.6473
11640,30.2,3.6501,13.0059,12.6448
11670,29.8,3.65,13.0076,12.6428
11700,29.6,3.6502,12.9992,12.641
11730,29.5,3.65,12.9997,12.6395
11760,29.4,3.65,13.0007,12.6387
11790,29.9,3.65,12.9967,12.6377
11820,30.0,3.6501,13.0017,12.6369
11850,30.4,3.6501,12.9963,12.6367
11880,30.3,3.6501,12.9961,12.635
11910,30.0,3.6501,12.997,12.6325
11940,29.9,3.65,12.9993,12.6311
11970,29.8,3.65,12.9992,12.63
12000,29.9,3.6502,12.9976,12.6288
12030,30.2,3.6502,13.0038,12.628
12060,30.4,3.6501,12.9982,12.6272
12090,30.8,3.65,12.997,12.627
12120,30.6,3.65,12.9964,12.6252
12150,30.3,3.6501,12.9967,12.6234
12180,30.3,3.6501,12.9983,12.622
12210,30.2,3.6501,12.9959,12.6205
12240,30.2,3.65,12.9959,12.6189
12270,30.4,3.65,12.9976,12.6184
12300,30.7,3.65,12.9987,12.6178
12330,31.0,3.65,12.9981,12.6176
12360,30.9,3.6502,13.0006,12.6146
12390,30.6,3.6501,12.9959,12.6131
12420,30.5,3.65,12.9958,12.6114
12450,30.4,3.65,12.9963,12.6097
12480,30.4,3.65,13.0058,12.6086
12510,30.6,3.65,12.9963,12.6074
12540,30.8,3.6501,12.9979,12.6073
12570,30.3,3.6501,12.9968,12.6047
12600,30.1,3.65,12.9983,12.6036
12630,29.9,3.65,12.9962,12.6022
12660,29.9,3.65,13.0001,12.6011
12690,29.8,3.6502,12.9993,12.5993
12720,29.9,3.65,12.9959,12.5984
12750,30.4,3.6501,12.9959,12.5978
12780,30.4,3.6501,13.0017,12.5964
12810,30.3,3.6501,13.0102,12.5943
12840,30.1,3.65,12.9962,12.5931
12870,29.9,3.6501,12.9972,12.5917
12900,29.7,3.65,12.9992,12.5904
12930,29.6,3.65,12.9966,12.589
12960,29.8,3.65,12.9986,12.5882
12990,30.0,3.6501,13.0041,12.5877
13020,30.3,3.6503,12.9984,12.5872
13050,30.6,3.6501,12.9994,12.5858
13080,30.2,3.65,13.0,12.5837
13110,30.0,3.6501,12.998,12.5824
13140,29.8,3.6501,12.9974,12.5813
13170,29.8,3.65,12.9965,12.5802
13200,30.0,3.65,12.9959,12.5795
13230,30.2,3.6501,13.0021,12.5791
13260,30.3,3.65,12.9972,12.5785
13290,30.3,3.65,12.9993,12.5765
13320,30.1,3.6501,12.9959,12.5751
13350,29.9,3.6501,13.0012,12.5733
13380,29.7,3.6503,12.9989,12.5723
13410,29.5,3.6501,12.9983,12.5708
13440,29.8,3.6501,13.0001,12.5711
13470,30.0,3.6501,13.0113,12.5694
13500,30.1,3.65,12.997,12.569
13530,30.3,3.65,13.0009,12.568
13560,30.0,3.65,12.9963,12.5651
13590,29.8,3.6501,12.9958,12.5637
13620,29.7,3.65,12.9985,12.5626
13650,29.6,3.65,12.9971,12.5617
13680,29.9,3.65,12.999,12.5616
13710,30.1,3.6502,12.9988,12.5604
13740,30.3,3.65,13.0013,12.5597
13770,30.5,3.6501,12.9976,12.5583
13800,30.0,3.65,13.003,12.557
13830,29.9,3.65,12.9972,12.5553
13860,29.8,3.6501,12.9974,12.5541
13890,29.7,3.65,12.9989,12.5527
13920,29.9,3.6501,12.9967,12.5521
13950,30.3,3.6501,12.9964,12.5508
13980,30.3,3.6501,12.9985,12.5496
14010,29.7,3.6501,12.9966,12.5473
14040,29.4,3.6503,13.0005,12.5441
14070,29.1,3.65,12.9974,12.5438
14100,28.9,3.65,12.9964,12.5428
14130,28.7,3.6501,12.9973,12.5418
14160,28.9,3.6501,12.9995,12.54
14190,28.6,3.6501,13.0008,12.5394
14220,28.6,3.6501,12.9968,12.5379
14250,28.6,3.65,12.9963,12.5366
14280,28.4,3.65,12.998,12.5359
14310,28.4,3.6501,12.9969,12.5348
14340,28.3,3.65,12.9996,12.5338
14370,28.2,3.6503,12.9985,12.5323
14400,28.3,3.6501,12.9972,12.5314
14430,28.4,3.65,12.9976,12.5296
14460,28.0,3.65,12.9994,12.5305
14490,28.0,3.65,12.9964,12.5291
14520,27.8,3.6501,12.9964,12.528
14550,27.7,3.6501,12.9996,12.5271
14580,27.5,3.6501,12.9984,12.5258
14610,27.4,3.65,12.999,12.5247
14640,27.7,3.65,12.9963,12.5241
14670,28.2,3.65,12.9994,12.5235
14700,28.3,3.6502,12.9985,12.5217
14730,27.6,3.65,12.9968,12.5205
14760,27.7,3.6501,13.0008,12.519
14790,27.6,3.65,12.9965,12.518
14820,27.5,3.65,12.9982,12.5174
14850,27.4,3.65,12.9995,12.5167
14880,27.8,3.65,12.9979,12.5159
14910,28.0,3.6501,12.9997,12.5155
14940,28.2,3.65,12.9973,12.5145
14970,28.3,3.6501,12.996,12.5137
15000,27.7,3.65,12.9976,12.512
15030,27.6,3.6502,12.9983,12.5102
15060,27.6,3.6501,13.0004,12.5098
15090,27.6,3.65,12.9971,12.509
15120,27.9,3.6501,12.9985,12.5086
15150,28.1,3.65,12.9963,12.5077
15180,28.2,3.65,12.9962,12.5072
15210,28.3,3.65,13.0085,12.5059
15240,28.0,3.6501,13.0098,12.5046
15270,27.9,3.6501,12.9984,12.5035
15300,27.9,3.6501,12.9979,12.5027
15330,28.0,3.6502,12.9982,12.5016
15360,28.3,3.6502,12.9986,12.5015
15390,28.7,3.6501,12.9982,12.5013
15420,28.8,3.65,12.9997,12.4996
15450,28.3,3.6501,12.9999,12.4972
15480,28.0,3.65,13.0024,12.4962
15510,28.0,3.6501,13.0013,12.4951
15540,27.9,3.6501,12.9964,12.494
15570,28.0,3.6501,12.9966,12.4936
15600,28.3,3.65,12.998,12.4928
15630,28.5,3.65,12.9975,12.4923
15660,28.8,3.65,12.9994,12.4918
15690,28.7,3.6502,12.9994,12.4901
15720,28.5,3.65,12.999,12.489
15750,28.4,3.6501,12.997,12.4879
15780,28.4,3.6501,12.9975,12.4867
15810,28.5,3.6501,13.0011,12.4859
15840,28.7,3.65,12.9977,12.4854
15870,29.0,3.65,12.996,12.485
15900,29.0,3.65,12.9961,12.484
15930,28.7,3.65,12.9985,12.4823
15960,28.6,3.65,12.9987,12.4809
15990,28.5,3.6501,12.999,12.4799
16020,28.5,3.6502,12.9993,12.4788
16050,28.5,3.65,12.9976,12.478
16080,28.8,3.65,12.9981,12.4776
16110,29.1,3.6501,12.9978,12.4767
16140,29.1,3.65,12.9963,12.476
16170,28.9,3.65,12.9964,12.4743
16200,28.7,3.65,12.9979,12.4728
16230,28.6,3.65,12.9988,12.4718
16260,28.6,3.65,13.0001,12.4707
16290,28.5,3.65,12.9972,12.4703
16320,28.9,3.6501,12.9985,12.4699
16350,29.1,3.6503,12.9993,12.4695
16380,29.2,3.6501,12.9964,12.4688
16410,29.1,3.65,12.9963,12.4665
16440,28.7,3.6501,12.9988,12.4651
16470,28.6,3.65,12.9986,12.464
16500,28.6,3.65,12.9974,12.4632
16530,28.6,3.65,13.0016,12.4628
16560,28.9,3.65,13.0009,12.4619
16590,29.3,3.6501,12.9967,12.4615
16620,29.4,3.6501,12.9973,12.4608
16650,29.2,3.6501,12.9991,12.4587
16680,28.7,3.6501,13.0005,12.4571
16710,28.6,3.6502,12.9999,12.4564
16740,28.5,3.65,12.9964,12.4555
16770,28.5,3.65,12.9979,12.4546
16800,28.9,3.6501,12.9975,12.4538
16830,29.2,3.6501,12.9968,12.4533
16860,29.4,3.6501,12.9965,12.4529
16890,29.1,3.65,12.9978,12.4505
16920,28.7,3.65,12.9967,12.4491
16950,28.6,3.65,12.9971,12.4483
16980,28.5,3.65,13.0018,12.4472
17010,28.5,3.6501,12.9984,12.4464
17040,28.9,3.6502,12.9991,12.4429
17070,26.0,3.65,12.9984,12.4406
17100,25.3,3.6501,12.9984,12.4395
17130,24.7,3.65,12.9964,12.4384
17160,24.3,3.6501,12.9968,12.4375
17190,24.3,3.6501,12.9962,12.4361
17220,24.2,3.65,12.9973,12.4351
17250,24.0,3.6501,12.999,12.4345
17280,24.3,3.65,12.9998,12.4335
17310,24.5,3.6501,12.9989,12.433
17340,24.8,3.6501,13.0011,12.4319
17370,24.0,3.6502,12.9994,12.4306
17400,23.9,3.65,12.9964,12.4295
17430,23.7,3.6501,12.999,12.4289
17460,23.8,3.65,12.9972,12.4281
17490,23.6,3.65,12.9975,12.4274
17520,23.9,3.6501,13.0006,12.4272
17550,25.9,3.65,12.9987,12.4294
17580,26.9,3.6501,12.9978,12.4294
17610,27.0,3.6501,12.9996,12.4283
17640,26.9,3.65,12.9995,12.4282
17670,27.2,3.65,12.9982,12.4273
17700,27.3,3.6502,13.0058,12.4261
17730,27.6,3.6501,12.9992,12.4259
17760,28.0,3.6501,12.9961,12.4249
17790,28.0,3.65,12.9994,12.4244
17820,28.0,3.65,12.9985,12.4232
17850,27.8,3.65,12.9972,12.4213
17880,27.4,3.6501,12.9986,12.42
17910,27.3,3.6501,12.9979,12.4194
17940,27.2,3.65,12.9981,12.419
17970,27.3,3.6501,12.9988,12.4183
18000,27.6,3.65,12.9987,12.4181
18030,27.9,3.6502,13.0044,12.4173
18060,27.7,3.65,12.9982,12.4159
18090,27.7,3.65,12.9984,12.4149
18120,27.7,3.65,12.997,12.4142
18150,27.6,3.65,12.9985,12.413
18180,27.6,3.6501,13.0,12.4122
18210,27.6,3.65,12.9962,12.411
18240,27.8,3.65,12.9962,12.4107
18270,28.0,3.65,12.9978,12.4095
18300,27.3,3.65,12.9985,12.4083
18330,27.6,3.65,13.0025,12.4047
18360,23.8,3.6502,13.0043,12.4047
18390,26.5,3.65,12.9964,12.4048
18420,26.9,3.65,12.9993,12.405
18450,27.2,3.65,12.9966,12.4044
18480,27.5,3.65,12.9964,12.4035
18510,27.6,3.65,12.9962,12.4035
18540,27.6,3.6501,12.9987,12.4028
18570,27.6,3.65,12.9964,12.4011
18600,27.2,3.6501,13.003,12.3999
18630,27.1,3.6501,12.9968,12.3992
18660,27.0,3.65,12.9988,12.3982
18690,27.1,3.6502,13.0005,12.3984
18720,27.7,3.65,12.9987,12.3986
18750,28.0,3.65,13.0004,12.3977
18780,28.3,3.65,12.9967,12.3968
18810,27.9,3.65,12.9981,12.3952
18840,27.8,3.6501,12.997,12.3941
18870,27.7,3.65,12.9985,12.3926
18900,27.6,3.6501,12.9972,12.392
18930,27.6,3.65,12.9982,12.3912
18960,27.9,3.65,12.9966,12.3915
18990,28.4,3.65,12.9983,12.3914
19020,28.6,3.6502,13.0033,12.3909
19050,28.4,3.65,13.0006,12.3897
19080,28.1,3.65,12.9988,12.3884
19110,28.0,3.65,12.9963,12.3873
19140,28.1,3.65,12.9965,12.3866
19170,28.1,3.65,12.9977,12.3864
19200,28.4,3.65,13.002,12.3407
19230,24.3,3.65,12.9988,12.3556
19260,26.6,3.65,13.0008,12.3648
19290,26.6,3.65,12.9969,12.3688
19320,26.8,3.65,12.997,12.3713
19350,26.7,3.6502,12.999,12.3732
19380,26.7,3.6501,13.0002,12.3744
19410,26.8,3.65,13.0022,12.3755
19440,26.9,3.65,12.9965,12.3756
19470,26.9,3.65,13.0014,12.3665
19500,23.6,3.6501,12.9991,12.3644
19530,23.0,3.65,13.0014,12.3645
