Cycle,Tem,电压(V),电流(A),放电容量(Ah)
7110,30.3,3.9001,13.0032,12.1303
7140,30.0,3.9001,13.0021,12.1247
7170,29.8,3.9001,13.0057,12.1218
7200,29.8,3.9001,13.0017,12.1194
7230,29.7,3.9,13.0023,12.1176
7260,29.6,3.9001,13.002,12.1161
7290,29.6,3.9,13.0018,12.1145
7320,29.7,3.9001,13.0115,12.1142
7350,29.8,3.9,13.0026,12.1113
7380,29.7,3.9,13.0026,12.1091
7410,29.6,3.9002,13.0016,12.1059
7440,29.5,3.9,13.0015,12.1043
7470,29.5,3.9002,13.0015,12.1019
7500,29.4,3.9002,13.0018,12.1003
7530,29.3,3.9001,13.0084,12.0972
7560,29.5,3.9001,13.0019,12.096
7590,29.4,3.9001,13.002,12.0946
7620,29.7,3.9,13.0084,12.0933
7650,29.5,3.9001,13.0018,12.0907
7680,29.4,3.9002,13.0019,12.0882
7710,29.4,3.9,13.0003,12.0864
7740,29.3,3.9001,13.0019,12.0849
7770,29.2,3.9002,13.0149,12.0827
7800,29.5,3.9002,13.0017,12.0845
7830,29.7,3.9002,13.0148,12.0841
7860,30.0,3.9002,13.0095,12.0815
7890,30.4,3.9,13.0019,12.081
7920,29.9,3.9002,13.0019,12.0769
7950,29.7,3.9002,13.0019,12.0741
7980,29.6,3.9,13.002,12.0738
8010,29.6,3.9,13.0016,12.0714
8040,29.6,3.9001,13.0002,12.0714
8070,29.8,3.9001,13.0026,12.0702
8100,30.1,3.9,13.0022,12.0684
8130,30.4,3.9001,13.0019,12.0682
8160,30.6,3.9001,13.0127,12.0658
8190,30.0,3.9,13.0039,12.0622
8220,29.9,3.9001,13.002,12.0608
8250,29.8,3.9,13.0018,12.0583
8280,29.8,3.9001,13.0019,12.058
8310,30.0,3.9,13.0017,12.0575
8340,30.1,3.9001,13.0022,12.0568
8370,30.3,3.9001,13.0001,12.0551
8400,30.4,3.9001,13.0021,12.0539
8430,30.0,3.9001,13.0026,12.0507
8460,29.8,3.9001,13.0024,12.0496
8490,29.7,3.9001,13.0021,12.0466
8520,29.7,3.9001,13.002,12.0449
8550,29.8,3.9001,13.0018,12.0453
8580,30.1,3.9001,13.0094,12.0447
8610,30.2,3.9,13.0016,12.0426
8640,30.3,3.9001,13.0115,12.0417
8670,30.1,3.9002,13.0025,12.039
8700,29.9,3.9001,13.0146,12.0373
8730,29.8,3.9,13.0018,12.0347
8760,29.8,3.9001,13.0055,12.0337
8790,29.8,3.9,13.004,12.0343
8820,30.1,3.9001,13.0019,12.0324
8850,30.2,3.9,13.0018,12.0309
8880,30.3,3.9002,13.0017,12.0303
8910,30.3,3.9001,13.004,12.0275
8940,30.1,3.9001,13.0019,12.025
8970,29.9,3.9001,13.002,12.0215
9000,29.9,3.9002,13.0021,12.0217
9030,29.8,3.9001,13.0088,12.0203
9060,29.9,3.9002,13.0073,12.0188
9090,30.1,3.9001,13.0094,12.0176
9120,30.2,3.9001,13.0045,12.0162
9150,30.3,3.9,13.0039,12.0152
9180,30.2,3.9002,13.002,12.0131
9210,29.9,3.9001,13.0017,12.0105
9240,29.8,3.9002,13.0018,12.0091
9270,29.9,3.9001,13.0016,12.021
9300,29.7,3.9002,13.003,12.0114
9330,29.9,3.9002,13.0021,12.0107
9360,30.2,3.9,12.9999,12.0053
9390,30.4,3.9001,13.0019,12.0038
9420,30.7,3.9002,13.0018,12.0024
9450,30.2,3.9002,13.0133,12.1701
9480,30.1,3.9001,13.0082,12.1672
9510,30.0,3.9,13.0019,12.1618
9540,29.9,3.9001,13.0019,12.1102
9570,30.2,3.9,13.0131,12.008
9600,30.5,3.9001,13.0017,12.0015
9630,30.8,3.9001,13.0018,11.999
9660,30.8,3.9,13.0019,11.9959
9690,30.5,3.9001,13.0,11.9931
9720,30.3,3.9002,13.0019,11.9924
9750,30.2,3.9002,13.0022,11.9894
9780,30.2,3.9001,13.0147,11.9876
9810,30.3,3.9002,13.0078,11.9867
9840,30.6,3.9,13.0063,11.9869
9870,30.6,3.9001,13.0018,11.986
9900,30.6,3.9002,13.0048,12.0001
9930,30.4,3.9001,13.002,12.0239
9960,30.3,3.9,13.0019,12.0066
9990,30.2,3.9002,13.002,11.9882
10020,30.1,3.9001,13.0002,11.9868
10050,30.1,3.9,13.0035,11.9945
10080,30.3,3.9002,13.0045,11.9847
10110,30.5,3.9,13.0051,11.9845
10140,30.5,3.9001,13.0021,11.9774
10170,30.5,3.9,13.0048,11.9748
10200,30.3,3.9001,13.0021,11.975
10230,30.2,3.9001,13.0024,12.0146
10260,30.1,3.9002,13.0021,12.0111
10290,29.9,3.9001,13.002,11.9984
10320,30.2,3.9,13.008,11.9985
10350,30.5,3.9002,13.002,11.9972
10380,30.9,3.9,13.0098,11.9997
10410,30.8,3.9001,13.0021,12.0109
10440,30.5,3.9,13.0042,12.0134
10470,30.3,3.9001,13.0038,11.9841
10500,30.1,3.9002,13.002,12.0981
10530,30.1,3.9002,13.0022,12.1387
10560,30.1,3.9001,13.0108,12.1214
10590,30.4,3.9001,13.0039,12.1015
10620,30.7,3.9002,13.0023,11.9641
10650,31.0,3.9001,13.0091,11.9566
10680,31.1,3.9002,13.0018,11.9531
10710,30.6,3.9,13.0068,11.9484
10740,30.4,3.9002,13.002,11.9532
10770,30.2,3.9001,13.0023,11.9433
10800,30.1,3.9002,13.002,11.9407
10830,30.3,3.9001,13.0148,11.9393
10860,30.5,3.9001,13.0052,11.9404
10890,31.0,3.9001,13.0035,11.943
10920,31.2,3.9,13.0021,11.9491
10950,30.5,3.9,13.0084,11.9476
10980,30.3,3.9001,13.0024,11.9394
11010,30.2,3.9002,13.0021,11.9436
11040,30.1,3.9001,13.0003,11.9424
11070,30.2,3.9001,13.0019,11.9348
11100,30.5,3.9001,13.0047,11.9417
11130,30.8,3.9001,13.0019,11.9323
11160,31.1,3.9,13.0018,11.9439
11190,31.4,3.9001,13.0147,11.9298
11220,31.0,3.9002,13.0052,11.9429
11250,31.1,3.9,13.0028,11.9311
11280,31.4,3.9,13.0024,11.9193
11310,31.1,3.9002,13.0109,11.9149
11340,30.9,3.9,13.0024,11.9123
11370,30.7,3.9001,13.002,11.9109
11400,30.7,3.9,13.0024,11.907
11430,30.7,3.9,13.0072,11.9059
11460,31.0,3.9,13.0023,11.9058
11490,31.3,3.9001,13.002,11.9043
11520,31.3,3.9001,13.002,11.9037
11550,31.3,3.9001,13.0046,11.9006
11580,31.0,3.9001,13.0024,11.8993
11610,30.9,3.9001,13.0022,11.8982
11640,30.8,3.9002,13.0136,11.8975
11670,30.7,3.9001,13.0018,11.8957
11700,30.7,3.9001,13.0,11.895
11730,30.8,3.9001,13.0023,11.8937
11760,31.1,3.9001,13.0017,11.8931
11790,31.0,3.9001,13.0113,11.891
11820,30.9,3.9001,13.0031,11.8882
11850,30.7,3.9002,13.0018,11.8865
11880,30.4,3.9001,13.0019,11.884
11910,30.4,3.9,13.0102,11.8825
11940,30.3,3.9,13.0018,11.8806
11970,30.5,3.9,13.0019,11.8804
12000,30.9,3.9001,13.0111,11.8878
12030,30.7,3.9001,13.0041,11.8789
12060,30.7,3.9002,13.0029,11.8759
12090,30.4,3.9002,13.0019,11.8736
12120,30.1,3.9002,13.0017,11.8718
12150,30.1,3.9002,13.014,11.8697
12180,30.0,3.9,13.01,11.8685
12210,30.3,3.9,13.0018,11.8686
12240,30.6,3.9,13.0131,11.8683
12270,30.6,3.9001,13.0021,11.8658
12300,29.8,3.9002,13.002,11.8632
12330,30.0,3.9002,13.0032,11.8605
12360,29.7,3.9001,13.0008,11.8584
12390,29.5,3.9002,13.0019,11.8568
12420,29.4,3.9001,13.0065,11.8552
12450,29.4,3.9002,13.0019,11.8542
12480,29.8,3.9002,13.0016,11.8544
12510,30.1,3.9,13.0017,11.8524
12540,30.1,3.9001,13.0111,11.8517
12570,30.2,3.9001,13.0019,11.8509
12600,29.9,3.9001,13.0016,11.8473
12630,29.7,3.9,13.005,11.8458
12660,29.5,3.9,13.0015,11.8434
12690,29.4,3.9001,13.0047,11.8415
12720,29.6,3.9002,13.0016,11.8418
12750,30.0,3.9002,13.0135,11.8411
12780,30.2,3.9001,13.0019,11.8399
12810,30.5,3.9,13.0015,11.842
12840,30.3,3.9001,13.0017,11.8416
12870,30.0,3.9001,13.0017,11.8404
12900,29.9,3.9001,13.005,11.8368
12930,29.8,3.9,13.0086,11.8353
12960,29.8,3.9001,13.0018,11.8343
12990,30.1,3.9001,13.0048,11.835
13020,30.3,3.9,13.0004,11.8341
13050,30.7,3.9002,13.0019,11.8376
13080,30.9,3.9002,13.0016,11.8326
13110,30.4,3.9001,13.0019,11.8315
13140,30.3,3.9001,13.0019,11.8272
13170,30.3,3.9002,13.003,11.8274
13200,30.2,3.9002,13.0019,11.8254
13230,30.3,3.9002,13.0098,11.8245
13260,30.4,3.9,13.0038,11.8219
13290,30.7,3.9001,13.0053,11.8215
13320,31.1,3.9,13.0019,11.8215
13350,30.9,3.9,12.9998,11.8198
13380,30.7,3.9001,13.0084,11.8169
13410,30.5,3.9,13.0019,11.8145
13440,30.4,3.9001,13.0086,11.813
13470,30.4,3.9002,13.0018,11.834
13500,30.5,3.9,13.0102,11.8364
13530,30.6,3.9002,13.0021,11.8351
13560,31.0,3.9001,13.0024,11.8356
13590,30.2,3.9,13.0089,11.8362
13620,30.0,3.9002,13.002,11.834
13650,29.9,3.9002,13.0027,11.8288
13680,29.8,3.9002,13.0049,11.8251
13710,29.7,3.9001,13.0042,11.8163
13740,29.9,3.9001,13.0024,11.8106
13770,30.4,3.9002,13.0022,11.8028
13800,30.4,3.9001,13.004,11.7976
13830,30.4,3.9001,13.0018,11.7947
13860,30.2,3.9001,13.0025,11.7944
13890,29.9,3.9002,13.0018,11.7921
13920,29.7,3.9002,13.014,11.7879
13950,29.6,3.9002,13.0041,11.7866
13980,29.6,3.9002,13.0018,11.7862
14010,29.7,3.9002,13.0023,11.7846
14040,30.0,3.9,13.0123,11.7838
14070,30.4,3.9002,13.0019,11.7881
14100,30.5,3.9,13.0024,11.7827
14130,30.1,3.9,13.0148,11.7798
14160,30.0,3.9001,13.0021,11.7768
14190,29.9,3.9001,13.0019,11.775
14220,29.8,3.9001,13.0057,11.773
14250,30.0,3.9,13.0047,11.7725
14280,30.2,3.9002,13.0018,11.7724
14310,30.4,3.9,13.002,11.7946
14340,30.4,3.9001,13.002,11.7931
14370,30.1,3.9,12.9996,11.7692
14400,29.9,3.9001,13.002,11.7674
14430,29.7,3.9001,13.0019,11.7662
14460,29.6,3.9002,13.0021,11.7637
14490,29.5,3.9001,13.0023,11.7625
14520,29.9,3.9,13.0022,11.7614
14550,30.2,3.9,13.0025,11.7616
14580,30.1,3.9,13.0023,11.7605
14610,30.3,3.9001,13.0088,11.7599
14640,30.0,3.9001,13.0025,11.7576
14670,29.8,3.9001,13.0025,11.7563
14700,29.7,3.9,13.0,11.7544
14730,29.6,3.9001,13.0025,11.7527
14760,29.8,3.9,13.0107,11.7527
14790,29.9,3.9001,13.0025,11.7526
14820,30.3,3.9001,13.0027,11.7511
14850,30.4,3.9001,13.0079,11.75
14880,30.1,3.9,13.0024,11.7484
14910,29.9,3.9001,13.0024,11.7465
14940,29.8,3.9001,13.0023,11.7443
14970,29.8,3.9,13.0024,11.7434
15000,29.8,3.9002,13.0024,11.742
15030,29.9,3.9001,13.0,11.7425
15060,30.3,3.9,13.0024,11.741
15090,30.4,3.9001,13.0055,11.7397
15120,29.7,3.9002,13.0025,11.7371
15150,29.4,3.9001,13.0023,11.7331
15180,29.1,3.9001,13.0024,11.7306
15210,28.9,3.9001,13.0023,11.7291
15240,28.8,3.9001,13.0022,11.7253
15270,28.7,3.9001,13.0023,11.7241
15300,28.7,3.9001,13.0023,11.7232
15330,28.7,3.9,13.0022,11.7204
15360,28.8,3.9001,13.0004,11.7186
15390,28.6,3.9,13.0023,11.7183
15420,28.4,3.9,13.0044,11.7172
15450,28.5,3.9,13.0022,11.7147
15480,28.3,3.9001,13.0022,11.7142
15510,28.2,3.9001,13.0023,11.7134
15540,28.2,3.9001,13.0025,11.7122
15570,28.4,3.9002,13.0023,11.7113
15600,28.1,3.9001,13.0022,11.7093
15630,27.9,3.9001,13.0072,11.7075
15660,27.8,3.9001,13.0044,11.7067
15690,27.8,3.9001,12.9999,11.7042
15720,27.6,3.9001,13.0023,11.7024
15750,27.4,3.9,13.0023,11.7009
15780,27.5,3.9,13.0022,11.6996
15810,27.9,3.9002,13.0064,11.7006
15840,28.1,3.9,13.0021,11.7007
15870,28.3,3.9,13.0143,11.701
15900,27.6,3.9001,13.0025,11.696
15930,27.7,3.9001,13.0025,11.6951
15960,27.6,3.9,13.0026,11.693
15990,27.5,3.9001,13.0026,11.6918
16020,27.4,3.9001,13.0003,11.6901
16050,27.7,3.9001,13.0027,11.6904
16080,27.9,3.9,13.0025,11.6894
16110,28.0,3.9002,13.0027,11.6883
16140,28.3,3.9001,13.004,11.6871
16170,27.9,3.9002,13.0028,11.6843
16200,27.6,3.9001,13.0103,11.6826
16230,27.6,3.9001,13.0029,11.6816
16260,27.5,3.9001,13.0029,11.6814
16290,27.6,3.9002,13.0028,11.6809
16320,27.9,3.9,13.003,11.6799
16350,28.0,3.9001,13.0,11.6798
16380,28.3,3.9,13.0028,11.6787
16410,28.4,3.9,13.0028,11.6769
16440,28.0,3.9001,13.0027,11.6748
16470,28.0,3.9001,13.0027,11.6732
16500,27.9,3.9002,13.0026,11.6726
16530,28.0,3.9002,13.0027,11.6715
16560,28.1,3.9001,13.0067,11.6709
16590,28.4,3.9001,13.0123,11.6714
16620,28.8,3.9,13.0029,11.67
16650,28.4,3.9001,13.0031,11.6661
16680,28.1,3.9,13.0017,11.6798
16710,28.0,3.9,13.0004,11.6641
16740,28.0,3.9001,13.0026,11.6686
16770,27.9,3.9002,13.0026,11.6621
16800,28.0,3.9002,13.0026,11.6606
16830,28.2,3.9001,13.0026,11.6606
16860,28.4,3.9,13.0027,11.6606
16890,28.7,3.9,13.0098,11.6596
16920,28.8,3.9001,13.0026,11.6584
16950,28.6,3.9,13.0087,11.6555
16980,28.5,3.9001,13.0027,11.6544
17010,28.4,3.9001,13.0068,11.6529
17040,28.3,3.9,12.9999,11.6513
17070,28.4,3.9002,13.0027,11.6506
17100,28.7,3.9002,13.0027,11.6509
17130,29.0,3.9001,13.0026,11.6506
17160,29.0,3.9001,13.0026,11.6494
17190,28.8,3.9001,13.0029,11.6464
17220,28.7,3.9002,13.0026,11.6459
17250,28.6,3.9001,13.0026,11.645
17280,28.5,3.9,13.0092,11.6428
17310,28.5,3.9002,13.0025,11.6418
17340,28.7,3.9001,13.0025,11.642
17370,28.9,3.9001,13.0004,11.6412
17400,29.2,3.9001,13.0026,11.6402
17430,29.1,3.9001,13.0088,11.6399
17460,28.8,3.9001,13.0109,11.6366
17490,28.6,3.9001,13.0025,11.6352
17520,28.6,3.9002,13.0025,11.633
17550,28.6,3.9001,13.0033,11.6322
17580,28.5,3.9,13.0084,11.7242
17610,29.0,3.9001,13.0097,11.7299
17640,29.1,3.9002,13.0138,11.646
17670,29.2,3.9002,13.0096,11.6347
17700,29.3,3.9001,12.9998,11.6318
17730,28.9,3.9001,13.0078,11.6284
17760,28.7,3.9001,13.0072,11.6268
17790,28.6,3.9002,13.0138,11.6254
17820,28.6,3.9002,13.0022,11.6248
17850,28.7,3.9,13.0022,11.6241
17880,28.9,3.9001,13.0022,11.6241
17910,29.2,3.9001,13.0139,11.6229
17940,29.3,3.9001,13.0022,11.6222
17970,29.1,3.9,13.0021,11.6196
18000,28.7,3.9001,13.0029,11.6182
18030,28.6,3.9001,12.9999,11.6173
18060,28.5,3.9001,13.0021,11.6161
18090,28.5,3.9,13.0023,11.6155
18120,28.8,3.9001,13.0023,11.6149
18150,29.1,3.9002,13.0021,11.6146
18180,29.4,3.9002,13.0062,11.6147
18210,29.3,3.9001,13.0023,11.6135
18240,28.9,3.9,13.0023,11.6102
18270,28.7,3.9001,13.0024,11.608
18300,28.6,3.9001,13.0023,11.6073
18330,28.5,3.9001,13.0089,11.6058
18360,28.5,3.9001,12.9997,11.6047
18390,28.9,3.9,13.0045,11.6011
18420,26.0,3.9002,13.0026,11.5939
18450,25.4,3.9001,13.0023,11.5921
18480,24.8,3.9002,13.0021,11.6639
18510,24.5,3.9,13.0093,11.6777
18540,24.4,3.9,13.0057,11.6773
18570,24.2,3.9,13.0022,11.6772
18600,24.1,3.9,13.0092,11.6766
18630,24.1,3.9,13.0054,11.6745
18660,24.5,3.9002,13.004,11.6694
18690,24.6,3.9001,12.9999,11.6643
18720,24.5,3.9002,13.002,11.6534
18750,24.0,3.9,13.0144,11.6363
18780,23.7,3.9,13.0028,11.603
18810,23.6,3.9002,13.0021,11.5744
18840,23.8,3.9001,13.0023,11.5697
18870,23.6,3.9002,13.0142,11.5665
18900,24.0,3.9002,13.0055,11.5672
18930,24.2,3.9001,13.002,11.5667
18960,26.8,3.9002,13.0024,11.5718
18990,27.0,3.9001,13.0021,11.5708
19020,26.5,3.9001,13.007,11.5681
19050,27.0,3.9,13.0021,11.5681
19080,27.2,3.9001,13.0078,11.5679
19110,27.3,3.9001,13.0035,11.5671
19140,27.5,3.9001,13.0026,11.5662
19170,27.9,3.9002,13.0021,11.566
19200,28.0,3.9,13.0021,11.5665
19230,28.0,3.9001,13.0023,11.5653
19260,27.8,3.9,13.0133,11.5629
19290,27.5,3.9002,13.0079,11.5607
19320,27.2,3.9002,13.0052,11.5598
19350,27.1,3.9001,13.0135,11.5602
19380,27.3,3.9001,13.0023,11.5634
19410,27.4,3.9001,13.0019,11.5641
19440,27.7,3.9001,13.0028,11.5649
